"Hospital.Name","Hospital.Type","Address","label","State","ZIP.Code","Emergency.Services","Hospital.overall.rating","count","city_matched","Population2010","Geolocation","ACCESS2_AdjPrev","ARTHRITIS_AdjPrev","BINGE_AdjPrev","BPHIGH_AdjPrev","BPMED_AdjPrev","CANCER_AdjPrev","CASTHMA_AdjPrev","CHD_AdjPrev","CHECKUP_AdjPrev","CHOLSCREEN_AdjPrev","COLON_SCREEN_AdjPrev","COPD_AdjPrev","COREM_AdjPrev","COREW_AdjPrev","CSMOKING_AdjPrev","DENTAL_AdjPrev","DIABETES_AdjPrev","HIGHCHOL_AdjPrev","KIDNEY_AdjPrev","LPA_AdjPrev","MAMMOUSE_AdjPrev","MHLTH_AdjPrev","OBESITY_AdjPrev","PAPTEST_AdjPrev","PHLTH_AdjPrev","SLEEP_AdjPrev","STROKE_AdjPrev","TEETHLOST_AdjPrev","owner_tri","PlaceName","f_address.x","long.x","lati.x","f_address.y","long.y","lati.y"
"CORAL GABLES HOSPITAL","Acute Care Hospitals","3100 DOUGLAS RD","Miami, FL","FL",33134,"true",3,1,"miami",399457,"(25.78229589700, -80.2215647762)",37,22.2,14.3,32.4,62.3,4.8,8.5,7.2,71.1,71.2,53.2,6.6,22,20.3,18.9,53.6,14.4,35.6,3.9,32.8,75.7,14.8,32.1,76.3,16.6,37.4,3.6,16.7,"Proprietary","Miami","3100 DOUGLAS RD Miami FL 33134",-80.2547069,25.732676,"3100 DOUGLAS RD Miami FL 33134",-80.2547069,25.732676
"PALMETTO GENERAL HOSPITAL","Acute Care Hospitals","2001 W 68TH ST","Hialeah, FL","FL",33016,"true",3,1,"hialeah",224669,"(25.86962694800, -80.3045294666)",42.8,21.4,14.2,30,59.9,4.5,7.8,7.1,69.5,70.4,51.2,5.8,21.5,19.5,17.6,52.3,14.7,35.9,3.9,34.7,75,14.6,32.2,75.9,16.9,36.7,3.1,15.3,"Proprietary","Hialeah","2001 W 68TH ST Hialeah FL 33016",-80.3394672,25.8835184,"2001 W 68TH ST Hialeah FL 33016",-80.3394672,25.8835184
"NORTHWEST MEDICAL CENTER","Acute Care Hospitals","2801 N STATE RD 7","Coral Springs, FL","FL",33063,"true",2,1,"coral springs",121096,"(26.27017001580, -80.2592221493)",18.2,21.9,18.1,27.6,60,6.1,8.1,5.6,73.9,77,67.2,5.7,31.4,29,15.5,67.6,8.9,32.3,2.9,20.4,81,11.6,24.1,83,10.5,36.2,2.6,10.1,"Proprietary","Coral Springs","2801 N STATE RD 7 Coral Springs FL 33063",-80.2029486,26.2631014,"2801 N STATE RD 7 Coral Springs FL 33063",-80.2029486,26.2631014
"BROWARD HEALTH IMPERIAL POINT","Acute Care Hospitals","6401 N FEDERAL HWY","Fort Lauderdale, FL","FL",33308,"true",3,1,"fort lauderdale",165521,"(26.14182051740, -80.1471225502)",22,23.4,17.5,31.2,62.6,6.2,9,6.4,73.6,75.6,64.6,7,31.4,28.6,19.2,61.2,10.2,33,3.2,23.2,79.9,13.5,27.5,80.3,12.5,38.3,3.2,12.1,"Government","Fort Lauderdale","6401 N FEDERAL HWY Fort Lauderdale FL 33308",-80.1109399,26.206738,"6401 N FEDERAL HWY Fort Lauderdale FL 33308",-80.1109399,26.206738
"NORTH FLORIDA REGIONAL MEDICAL CENTER","Acute Care Hospitals","6500 NEWBERRY RD","Gainesville, FL","FL",32605,"true",3,1,"gainesville",124354,"(29.68170274310, -82.3452782660)",20.4,25.2,16.3,33.2,63.3,6.3,9.3,6.4,70.5,75.4,64.7,7.4,34.4,28.9,19.7,58.2,10.1,31.8,3,22.6,76.1,13.7,27.9,77,13.2,36.2,3.3,13.4,"Proprietary","Gainesville","6500 NEWBERRY RD Gainesville FL 32605",-82.4115721,29.6603042,"6500 NEWBERRY RD Gainesville FL 32605",-82.4115721,29.6603042
"MEMORIAL HOSPITAL OF TAMPA","Acute Care Hospitals","2901 W SWANN AVE","Tampa, FL","FL",33609,"true",3,1,"tampa",335709,"(27.99619804100, -82.4450349799)",22.6,23.7,17.5,36.3,63.7,6,9.3,6.5,70.8,74.9,62.5,7.1,31.1,29.8,19.9,56.1,11.5,34.2,3.2,23.3,77.6,13.7,30.6,79.6,13.4,37.9,3.4,16.7,"Proprietary","Tampa","2901 W SWANN AVE Tampa FL 33609",-82.4892414,27.9380778,"2901 W SWANN AVE Tampa FL 33609",-82.4892414,27.9380778
"KENDALL REGIONAL MEDICAL CENTER","Acute Care Hospitals","11750 BIRD RD","Miami, FL","FL",33175,"true",3,NA,"miami",399457,"(25.78229589700, -80.2215647762)",37,22.2,14.3,32.4,62.3,4.8,8.5,7.2,71.1,71.2,53.2,6.6,22,20.3,18.9,53.6,14.4,35.6,3.9,32.8,75.7,14.8,32.1,76.3,16.6,37.4,3.6,16.7,"Proprietary","Miami","11750 BIRD RD Miami FL 33175",-80.2539299,25.735386,"11750 BIRD RD Miami FL 33175",-80.2539299,25.735386
"ORANGE PARK MEDICAL CENTER","Acute Care Hospitals","2001 KINGSLEY AVE","Jacksonville, FL","FL",32073,"true",3,1,"jacksonville",821784,"(30.33198201390, -81.6752266207)",20.2,25.3,17.4,33,64.3,6.3,9.2,6.4,70.6,75.9,65.4,7.4,31.5,29.1,21.1,57.7,10.6,34.8,3.2,25.5,78.7,13.8,30.6,78.6,12.9,37.8,3.4,16,"Non-profit","Jacksonville","2001 KINGSLEY AVE Jacksonville FL 32073",-81.7377412,30.1661332,"2001 KINGSLEY AVE Jacksonville FL 32073",-81.7377412,30.1661332
"WESTSIDE REGIONAL MEDICAL CENTER","Acute Care Hospitals","8201 W BROWARD BLVD","Plantation, FL","FL",33324,"true",2,NA,"plantation",84955,"(26.12598539230, -80.2616762465)",16.5,21.5,18.3,27.6,59.9,6.2,8,5.4,74.4,77.5,68.7,5.3,32.3,30.4,14.6,69.5,8.5,32,2.9,19,81.9,11.1,23.7,84.2,9.9,35.7,2.5,9.1,"Proprietary","Plantation","8201 W BROWARD BLVD Plantation FL 33324",-80.259512,26.123543,"8201 W BROWARD BLVD Plantation FL 33324",-80.259512,26.123543
"MEMORIAL HOSPITAL PEMBROKE","Acute Care Hospitals","7800 SHERIDAN ST","Pembroke Pines, FL","FL",33024,"true",4,NA,"pembroke pines",154750,"(26.01273875340, -80.3384522664)",19.8,21.1,17.6,27.6,59.5,5.7,7.7,5.5,74.5,77.1,66.3,5.1,29.6,26.9,13.8,67.6,9.8,32.1,3.1,21,81.8,11,24.7,84.5,10.5,36.5,2.5,11,"Government","Pembroke Pines","7800 SHERIDAN ST Pembroke Pines FL 33024",-80.2457649,26.0296726,"7800 SHERIDAN ST Pembroke Pines FL 33024",-80.2457649,26.0296726
"WEST PALM HOSPITAL","Acute Care Hospitals","2201 45TH ST","West Palm Beach, FL","FL",33407,"true",2,1,"west palm beach",99919,"(26.74787146550, -80.1337397544)",24,23.6,16.1,34.4,63.5,6.1,9,6.5,72.6,76.5,64.6,7,32.9,28.4,19.5,59.9,11,35.8,3.3,24.9,78,13.5,27.2,81.4,13.4,40.6,3.3,13.3,"Proprietary","West Palm Beach","2201 45TH ST West Palm Beach FL 33407",-80.0651936,26.7531425,"2201 45TH ST West Palm Beach FL 33407",-80.0651936,26.7531425
"NORTHSIDE HOSPITAL","Acute Care Hospitals","6000 49TH ST N","St. Petersburg, FL","FL",33709,"true",2,1,"st. petersburg",244769,"(27.79289497100, -82.6650743239)",19.2,24.7,19.5,32.4,61.8,6.5,9.1,6.4,71.3,75.9,65,7.2,34.3,33.3,22.3,57.8,9.7,34.6,2.9,21.5,78.7,13.4,29,79.9,12.4,38.3,3.1,15.2,"Proprietary","St. Petersburg","6000 49TH ST N St. Petersburg FL 33709",-82.6384509,27.817068,"6000 49TH ST N St. Petersburg FL 33709",-82.6384509,27.817068
"ANNE BATES LEACH EYE HOSPITAL","Acute Care Hospitals","900 NW 17TH ST","Miami, FL","FL",33136,"true",NA,1,"miami",399457,"(25.78229589700, -80.2215647762)",37,22.2,14.3,32.4,62.3,4.8,8.5,7.2,71.1,71.2,53.2,6.6,22,20.3,18.9,53.6,14.4,35.6,3.9,32.8,75.7,14.8,32.1,76.3,16.6,37.4,3.6,16.7,"Non-profit","Miami","900 NW 17TH ST Miami FL 33136",-80.2068756,25.7913625,"900 NW 17TH ST Miami FL 33136",-80.2068756,25.7913625
"CAPE CORAL HOSPITAL","Acute Care Hospitals","636 DEL PRADO BLVD","Cape Coral, FL","FL",33990,"true",2,1,"cape coral",154305,"(26.64485449930, -81.9931108298)",20.1,24.1,19.5,28.2,58.4,6.6,8.5,6.2,70.3,74.8,64.7,6.8,34.4,33,20.6,62.3,8.6,34,2.8,20.8,80.1,13,25.5,80.5,11.8,34,2.7,12.7,"Government","Cape Coral","636 DEL PRADO BLVD Cape Coral FL 33990",-81.943245,26.6394379,"636 DEL PRADO BLVD Cape Coral FL 33990",-81.943245,26.6394379
"LARGO MEDICAL CENTER","Acute Care Hospitals","201 14TH ST SW","Largo, FL","FL",33770,"true",2,NA,"largo",77648,"(27.90909077340, -82.7714203383)",20.3,25.1,20.2,30.2,59.7,6.7,9,6.6,69.3,75.4,63.5,7.8,34.3,33.2,23.9,56.7,9,35,2.8,22.3,76.5,14,28,78,13,37.5,2.9,16.1,"Proprietary","Largo","201 14TH ST SW Largo FL 33770",-82.7869719,27.903894,"201 14TH ST SW Largo FL 33770",-82.7869719,27.903894
"CAPITAL REGIONAL MEDICAL CENTER","Acute Care Hospitals","2626 CAPITAL MEDICAL BLVD","Tallahassee, FL","FL",32308,"true",2,1,"tallahassee",181376,"(30.45489512110, -84.2526459938)",19.3,24.3,17.4,31.7,64.5,6.3,9.4,5.9,72.2,77.8,68.6,6.7,36.1,33.1,18.9,63.5,9.9,33.4,3.1,21.7,80.2,13.2,28.7,80.9,12.1,36.6,3.2,12.1,"Proprietary","Tallahassee","2626 CAPITAL MEDICAL BLVD Tallahassee FL 32308",-84.2319689109902,30.47592385,"2626 CAPITAL MEDICAL BLVD Tallahassee FL 32308",-84.2319689109902,30.47592385
"TAMPA COMMUNITY HOSPITAL","Acute Care Hospitals","6001 WEBB RD","Tampa, FL","FL",33615,"true",2,1,"tampa",335709,"(27.99619804100, -82.4450349799)",22.6,23.7,17.5,36.3,63.7,6,9.3,6.5,70.8,74.9,62.5,7.1,31.1,29.8,19.9,56.1,11.5,34.2,3.2,23.3,77.6,13.7,30.6,79.6,13.4,37.9,3.4,16.7,"Proprietary","Tampa","6001 WEBB RD Tampa FL 33615",-82.574123,28.0026904,"6001 WEBB RD Tampa FL 33615",-82.574123,28.0026904
"ST LUCIE MEDICAL CENTER","Acute Care Hospitals","1800 SE TIFFANY AVE","Port St. Lucie, FL","FL",34952,"true",2,1,"port st. lucie",164603,"(27.28086803080, -80.3832154574)",21.1,24,18.8,31,61.7,6.3,9,6.4,70.9,76.7,65.3,7.2,33.1,31,21.2,60.3,9.6,34.4,3.1,23.4,78.8,13.7,27.3,79.5,12.6,37.1,3,14.2,"Proprietary","Port St. Lucie","1800 SE TIFFANY AVE Port St. Lucie FL 34952",-80.2940786,27.2886068,"1800 SE TIFFANY AVE Port St. Lucie FL 34952",-80.2940786,27.2886068
"MEASE COUNTRYSIDE HOSPITAL","Acute Care Hospitals","3231 MCMULLEN BOOTH RD","Clearwater, FL","FL",34695,"true",4,1,"clearwater",107685,"(27.98059979190, -82.7544099135)",21.2,24.5,20,30.9,60.5,6.6,8.9,6.4,69.8,75.1,64.7,7.3,35.1,34.2,22.6,57.4,9.2,34.9,2.8,21.9,77.8,13.6,28.5,79,12.7,37.3,2.9,14.7,"Non-profit","Clearwater","3231 MCMULLEN BOOTH RD Clearwater FL 34695",-82.7099759,28.012207,"3231 MCMULLEN BOOTH RD Clearwater FL 34695",-82.7099759,28.012207
"WEST BOCA MEDICAL CENTER","Acute Care Hospitals","21644 STATE RD 7","Boca Raton, FL","FL",33428,"true",2,NA,"boca raton",84392,"(26.37490127150, -80.1078208861)",15,20.9,18.9,29.1,60.1,6.7,7.7,5.3,71.6,77.4,71.5,5.2,38,34.4,15.1,71.9,7.3,35.3,2.6,17.6,80.2,10.7,20.9,85,9.6,34.8,2.2,7.6,"Proprietary","Boca Raton","21644 STATE RD 7 Boca Raton FL 33428",-80.2032549,26.3545206,"21644 STATE RD 7 Boca Raton FL 33428",-80.2032549,26.3545206
"BROWARD HEALTH CORAL SPRINGS","Acute Care Hospitals","3000 CORAL HILLS DR","Coral Springs, FL","FL",33065,"true",2,1,"coral springs",121096,"(26.27017001580, -80.2592221493)",18.2,21.9,18.1,27.6,60,6.1,8.1,5.6,73.9,77,67.2,5.7,31.4,29,15.5,67.6,8.9,32.3,2.9,20.4,81,11.6,24.1,83,10.5,36.2,2.6,10.1,"Government","Coral Springs","3000 CORAL HILLS DR Coral Springs FL 33065",-80.2541565,26.2694238,"3000 CORAL HILLS DR Coral Springs FL 33065",-80.2541565,26.2694238
"DOUGLAS GARDENS HOSPITAL","Acute Care Hospitals","5200 NE 2ND AVE","Miami, FL","FL",33137,"false",NA,1,"miami",399457,"(25.78229589700, -80.2215647762)",37,22.2,14.3,32.4,62.3,4.8,8.5,7.2,71.1,71.2,53.2,6.6,22,20.3,18.9,53.6,14.4,35.6,3.9,32.8,75.7,14.8,32.1,76.3,16.6,37.4,3.6,16.7,"Non-profit","Miami","5200 NE 2ND AVE Miami FL 33137",-80.1972009,25.948349,"5200 NE 2ND AVE Miami FL 33137",-80.1972009,25.948349
"MEMORIAL HOSPITAL WEST","Acute Care Hospitals","703 N FLAMINGO RD","Pembroke Pines, FL","FL",33028,"true",3,NA,"pembroke pines",154750,"(26.01273875340, -80.3384522664)",19.8,21.1,17.6,27.6,59.5,5.7,7.7,5.5,74.5,77.1,66.3,5.1,29.6,26.9,13.8,67.6,9.8,32.1,3.1,21,81.8,11,24.7,84.5,10.5,36.5,2.5,11,"Government","Pembroke Pines","703 N FLAMINGO RD Pembroke Pines FL 33028",-80.3096764,26.014047,"703 N FLAMINGO RD Pembroke Pines FL 33028",-80.3096764,26.014047
"WESTCHESTER GENERAL HOSPITAL","Acute Care Hospitals","2500 SW 75TH AVE","Miami, FL","FL",33155,"true",2,NA,"miami",399457,"(25.78229589700, -80.2215647762)",37,22.2,14.3,32.4,62.3,4.8,8.5,7.2,71.1,71.2,53.2,6.6,22,20.3,18.9,53.6,14.4,35.6,3.9,32.8,75.7,14.8,32.1,76.3,16.6,37.4,3.6,16.7,"Proprietary","Miami","2500 SW 75TH AVE Miami FL 33155",-80.3176300239864,25.74740345,"2500 SW 75TH AVE Miami FL 33155",-80.3176300239864,25.74740345
"MEMORIAL HOSPITAL MIRAMAR","Acute Care Hospitals","1901 SW 172ND AVE","Miramar, FL","FL",33029,"true",4,NA,"miramar",122041,"(25.97732882330, -80.3357316003)",21,21.7,16.2,31.3,62.3,5.2,8.3,5.5,76.5,77.1,66.3,5.1,27.6,26.2,14.6,64.5,11.3,31.9,3.5,22.4,83.3,11.5,27.5,84.5,10.9,39.6,3,11.1,"Non-profit","Miramar","1901 SW 172ND AVE Miramar FL 33029",-80.3728387,25.9908868,"1901 SW 172ND AVE Miramar FL 33029",-80.3728387,25.9908868
"GOOD SAMARITAN MEDICAL CENTER","Acute Care Hospitals","1309 N FLAGLER DR","West Palm Beach, FL","FL",33401,"true",2,1,"west palm beach",99919,"(26.74787146550, -80.1337397544)",24,23.6,16.1,34.4,63.5,6.1,9,6.5,72.6,76.5,64.6,7,32.9,28.4,19.5,59.9,11,35.8,3.3,24.9,78,13.5,27.2,81.4,13.4,40.6,3.3,13.3,"Proprietary","West Palm Beach","1309 N FLAGLER DR West Palm Beach FL 33401",-80.0507377,26.7258556,"1309 N FLAGLER DR West Palm Beach FL 33401",-80.0507377,26.7258556
"ST MARY'S MEDICAL CENTER","Acute Care Hospitals","901 45TH ST","West Palm Beach, FL","FL",33407,"true",1,1,"west palm beach",99919,"(26.74787146550, -80.1337397544)",24,23.6,16.1,34.4,63.5,6.1,9,6.5,72.6,76.5,64.6,7,32.9,28.4,19.5,59.9,11,35.8,3.3,24.9,78,13.5,27.2,81.4,13.4,40.6,3.3,13.3,"Proprietary","West Palm Beach","901 45TH ST West Palm Beach FL 33407",-80.0651936,26.7531425,"901 45TH ST West Palm Beach FL 33407",-80.0651936,26.7531425
"WUESTHOFF MEDICAL CENTER-MELBOURNE","Acute Care Hospitals","250 NORTH WICKHAM ROAD","Melbourne, FL","FL",32935,"true",2,1,"melbourne",76068,"(28.11588057820, -80.6508814613)",18.2,24.8,20.5,29.4,59.6,6.6,8.9,6.2,70.4,74.8,64.9,7.2,33.5,31.2,21.6,61.3,9,34.1,2.8,22.7,79.2,13.2,25,80.6,12,37.8,2.9,14.6,"Non-profit","Melbourne","250 NORTH WICKHAM ROAD Melbourne FL 32935",-80.674422511651,28.10903225,"250 NORTH WICKHAM ROAD Melbourne FL 32935",-80.674422511651,28.10903225
"DOCTORS HOSPITAL","Acute Care Hospitals","5000 UNIVERSITY DR","Miami, FL","FL",33146,"true",3,1,"miami",399457,"(25.78229589700, -80.2215647762)",37,22.2,14.3,32.4,62.3,4.8,8.5,7.2,71.1,71.2,53.2,6.6,22,20.3,18.9,53.6,14.4,35.6,3.9,32.8,75.7,14.8,32.1,76.3,16.6,37.4,3.6,16.7,"Non-profit","Miami","5000 UNIVERSITY DR Miami FL 33146",-80.2733139,25.724329,"5000 UNIVERSITY DR Miami FL 33146",-80.2733139,25.724329
"ST VINCENT'S MEDICAL CENTER SOUTHSIDE","Acute Care Hospitals","4201 BELFORT RD","Jacksonville, FL","FL",32216,"true",3,1,"jacksonville",821784,"(30.33198201390, -81.6752266207)",20.2,25.3,17.4,33,64.3,6.3,9.2,6.4,70.6,75.9,65.4,7.4,31.5,29.1,21.1,57.7,10.6,34.8,3.2,25.5,78.7,13.8,30.6,78.6,12.9,37.8,3.4,16,"Non-profit","Jacksonville","4201 BELFORT RD Jacksonville FL 32216",-81.5826747,30.2537775,"4201 BELFORT RD Jacksonville FL 32216",-81.5826747,30.2537775
"WEST KENDALL BAPTIST HOSPITAL","Acute Care Hospitals","9555 SW 162 AVE","Miami, FL","FL",33196,"true",3,NA,"miami",399457,"(25.78229589700, -80.2215647762)",37,22.2,14.3,32.4,62.3,4.8,8.5,7.2,71.1,71.2,53.2,6.6,22,20.3,18.9,53.6,14.4,35.6,3.9,32.8,75.7,14.8,32.1,76.3,16.6,37.4,3.6,16.7,"Non-profit","Miami","9555 SW 162 AVE Miami FL 33196",-80.4599534,25.6839972,"9555 SW 162 AVE Miami FL 33196",-80.4599534,25.6839972
"VIERA HOSPITAL","Acute Care Hospitals","8745 N WICKHAM RD","Melbourne, FL","FL",32940,"true",4,1,"melbourne",76068,"(28.11588057820, -80.6508814613)",18.2,24.8,20.5,29.4,59.6,6.6,8.9,6.2,70.4,74.8,64.9,7.2,33.5,31.2,21.6,61.3,9,34.1,2.8,22.7,79.2,13.2,25,80.6,12,37.8,2.9,14.6,"Non-profit","Melbourne","8745 N WICKHAM RD Melbourne FL 32940",-80.6727522,28.1139804,"8745 N WICKHAM RD Melbourne FL 32940",-80.6727522,28.1139804
"PALM BAY HOSPITAL","Acute Care Hospitals","1425 MALABAR RD, NE","Palm Bay, FL","FL",32907,"true",4,1,"palm bay",103190,"(27.98382552490, -80.6666722846)",21.1,25.5,19.6,30.7,60.4,6.3,9.3,6.5,70.7,74.5,63.2,7.6,31.5,29.4,23.1,57.6,10.1,34.2,3,24.9,78.9,14.1,27,79.8,13,39.5,3.1,16,"Proprietary","Palm Bay","1425 MALABAR RD, NE Palm Bay FL 32907",-80.6358289,27.9984655,"1425 MALABAR RD, NE Palm Bay FL 32907",-80.6358289,27.9984655
"ALL CHILDREN'S HOSPITAL, INC","Childrens","501 SIXTH AVENUE SOUTH","St. Petersburg, FL","FL",33701,"true",NA,1,"st. petersburg",244769,"(27.79289497100, -82.6650743239)",19.2,24.7,19.5,32.4,61.8,6.5,9.1,6.4,71.3,75.9,65,7.2,34.3,33.3,22.3,57.8,9.7,34.6,2.9,21.5,78.7,13.4,29,79.9,12.4,38.3,3.1,15.2,"Non-profit","St. Petersburg","501 SIXTH AVENUE SOUTH St. Petersburg FL 33701",-82.6837479,27.7215478,"501 SIXTH AVENUE SOUTH St. Petersburg FL 33701",-82.6837479,27.7215478
"NICKLAUS CHILDREN'S HOSPITAL","Childrens","3100 SW 62ND AVE","Miami, FL","FL",33155,"true",NA,NA,"miami",399457,"(25.78229589700, -80.2215647762)",37,22.2,14.3,32.4,62.3,4.8,8.5,7.2,71.1,71.2,53.2,6.6,22,20.3,18.9,53.6,14.4,35.6,3.9,32.8,75.7,14.8,32.1,76.3,16.6,37.4,3.6,16.7,"Non-profit","Miami","3100 SW 62ND AVE Miami FL 33155",-80.2951199,25.743119,"3100 SW 62ND AVE Miami FL 33155",-80.2951199,25.743119
"SHRINERS HOSPITALS FOR CHILDREN-TAMPA","Childrens","12502 USF PINE DR","Tampa, FL","FL",33612,"false",NA,1,"tampa",335709,"(27.99619804100, -82.4450349799)",22.6,23.7,17.5,36.3,63.7,6,9.3,6.5,70.8,74.9,62.5,7.1,31.1,29.8,19.9,56.1,11.5,34.2,3.2,23.3,77.6,13.7,30.6,79.6,13.4,37.9,3.4,16.7,"Non-profit","Tampa","12502 USF PINE DR Tampa FL 33612",-82.4250485,28.0569817,"12502 USF PINE DR Tampa FL 33612",-82.4250485,28.0569817
"NEMOURS CHILDREN'S HOSPITAL","Childrens","13535 NEMOURS PKWY","Orlando, FL","FL",32827,"true",NA,1,"orlando",238300,"(28.48006467710, -81.3452411179)",22.9,24.4,16.8,33.2,61.7,5.9,9.2,6.5,70.5,74.6,63.9,7,27.3,30,18.9,57.9,11.2,33.5,3.4,26.3,79.8,13.5,28.6,79.2,13.2,36,3.4,16.2,"Non-profit","Orlando","13535 NEMOURS PKWY Orlando FL 32827",-81.2732873,28.3767391,"13535 NEMOURS PKWY Orlando FL 32827",-81.2732873,28.3767391
"ST MARY'S HOSPITAL","Acute Care Hospitals","1230 BAXTER STREET","Athens, GA","GA",30606,"true",4,1,"athens",115452,"(33.95081706830, -83.3689417445)",23.2,25.9,13.2,36.6,65.6,5.9,9.6,6.4,72.3,73.8,61.5,7.4,32.3,29,18.9,58.1,12.3,35.6,3.3,26.5,77.9,13.5,32.2,79.4,14,38.5,3.6,18.3,"Non-profit","Athens","1230 BAXTER STREET Athens GA 30606",-83.405571,33.947691,"1230 BAXTER STREET Athens GA 30606",-83.405571,33.947691
"PHOEBE PUTNEY MEMORIAL HOSPITAL","Acute Care Hospitals","417 THIRD AVENUE","Albany, GA","GA",31703,"true",1,NA,"albany",77434,"(31.57760367660, -84.1763240815)",29.5,29.5,10.9,45.7,69.3,5.7,11.6,7.2,75.8,72.8,60,9.2,29.1,25.6,23.7,48.5,15.9,35.5,3.8,33.1,78.7,16.2,40.4,78.6,17.4,46.9,5,25.5,"Government","Albany","417 THIRD AVENUE Albany GA 31703",-84.1576437,31.5901236,"417 THIRD AVENUE Albany GA 31703",-84.1576437,31.5901236
"EMORY UNIVERSITY HOSPITAL","Acute Care Hospitals","1364 CLIFTON ROAD, NE","Atlanta, GA","GA",30322,"true",4,NA,"atlanta",420003,"(33.76265246830, -84.4231419055)",19.7,23.5,14.1,36.1,63.9,5.7,9.4,6.1,76.2,78.1,63.3,6.5,29.7,28.1,16.6,62.6,13.5,31.7,3.4,22.4,80.7,12,31.6,84.2,12.8,40.4,4.1,19.2,"Non-profit","Atlanta","1364 CLIFTON ROAD, NE Atlanta GA 30322",-84.3221599,33.7921115,"1364 CLIFTON ROAD, NE Atlanta GA 30322",-84.3221599,33.7921115
"CANDLER HOSPITAL","Acute Care Hospitals","5353 REYNOLDS STREET","Savannah, GA","GA",31412,"true",3,NA,"savannah",136286,"(32.02836151570, -81.1783435493)",23.5,26.9,13.5,39.1,67.3,5.7,10.3,6.5,73.7,76.1,62.5,7.6,28.5,25.9,21,54.3,14,37,3.5,26.9,77.5,13.9,36,81.5,14.5,44.6,4.2,22,"Non-profit","Savannah","5353 REYNOLDS STREET Savannah GA 31412",-81.1002076,32.027973,"5353 REYNOLDS STREET Savannah GA 31412",-81.1002076,32.027973
"UNIVERSITY HOSPITAL","Acute Care Hospitals","1350 WALTON WAY","Augusta, GA","GA",30901,"true",3,1,"augusta",195844,"(33.36445615270, -82.0708396775)",24.2,27.6,12.5,41.9,66.9,5.8,10.2,6.7,75.7,74.6,62.7,8,32.4,26.6,21.8,53.4,14.4,33.5,3.5,28.1,79.9,14.3,36,81.9,14.9,44.1,4.2,22.8,"Non-profit","Augusta","1350 WALTON WAY Augusta GA 30901",-81.9825306976361,33.47075595,"1350 WALTON WAY Augusta GA 30901",-81.9825306976361,33.47075595
"AU MEDICAL CENTER","Acute Care Hospitals","1120 15TH STREET","Augusta, GA","GA",30912,"true",1,1,"augusta",195844,"(33.36445615270, -82.0708396775)",24.2,27.6,12.5,41.9,66.9,5.8,10.2,6.7,75.7,74.6,62.7,8,32.4,26.6,21.8,53.4,14.4,33.5,3.5,28.1,79.9,14.3,36,81.9,14.9,44.1,4.2,22.8,"Non-profit","Augusta","1120 15TH STREET Augusta GA 30912",-81.9899149,33.4706236,"1120 15TH STREET Augusta GA 30912",-81.9899149,33.4706236
"MEMORIAL HEALTH UNIV MED CEN, INC","Acute Care Hospitals","4700 WATERS AVENUE","Savannah, GA","GA",31403,"true",2,NA,"savannah",136286,"(32.02836151570, -81.1783435493)",23.5,26.9,13.5,39.1,67.3,5.7,10.3,6.5,73.7,76.1,62.5,7.6,28.5,25.9,21,54.3,14,37,3.5,26.9,77.5,13.9,36,81.5,14.5,44.6,4.2,22,"Non-profit","Savannah","4700 WATERS AVENUE Savannah GA 31403",-81.0932999,32.0273,"4700 WATERS AVENUE Savannah GA 31403",-81.0932999,32.0273
"TRINITY HOSPITAL OF AUGUSTA","Acute Care Hospitals","2260 WRIGHTSBORO RD","Augusta, GA","GA",30904,"true",2,1,"augusta",195844,"(33.36445615270, -82.0708396775)",24.2,27.6,12.5,41.9,66.9,5.8,10.2,6.7,75.7,74.6,62.7,8,32.4,26.6,21.8,53.4,14.4,33.5,3.5,28.1,79.9,14.3,36,81.9,14.9,44.1,4.2,22.8,"Proprietary","Augusta","2260 WRIGHTSBORO RD Augusta GA 30904",-82.018268,33.465676,"2260 WRIGHTSBORO RD Augusta GA 30904",-82.018268,33.465676
"ST JOSEPH'S HOSPITAL - SAVANNAH","Acute Care Hospitals","11705 MERCY BOULEVARD","Savannah, GA","GA",31419,"true",2,1,"savannah",136286,"(32.02836151570, -81.1783435493)",23.5,26.9,13.5,39.1,67.3,5.7,10.3,6.5,73.7,76.1,62.5,7.6,28.5,25.9,21,54.3,14,37,3.5,26.9,77.5,13.9,36,81.5,14.5,44.6,4.2,22,"Non-profit","Savannah","11705 MERCY BOULEVARD Savannah GA 31419",-81.154752,31.98515,"11705 MERCY BOULEVARD Savannah GA 31419",-81.154752,31.98515
"MIDTOWN MEDICAL CENTER","Acute Care Hospitals","710 CENTER ST BOX 951","Columbus, GA","GA",31901,"true",2,1,"columbus",189885,"(32.50996148520, -84.8770410586)",22.5,26.4,13.5,38.7,66,5.8,9.8,6.3,73.5,76,62.3,7.3,28.6,31.2,20.3,58.6,13.3,33.5,3.4,25.8,79.7,13.4,33.2,82.2,13.8,42.9,3.8,19.4,"Non-profit","Columbus","710 CENTER ST BOX 951 Columbus GA 31901",-84.9817746,32.480359,"710 CENTER ST BOX 951 Columbus GA 31901",-84.9817746,32.480359
