,mother_node,title_steam,app_id,user_rating,game_spcs,percent,reivew_users,keywords_list,genre_list,no_dlc,dlc_av,rank_no,current,all_time,24_peak,time_diff,YEAR,price,DATE,unique,Indie,Action_g,Adventure_g,Strategy,Simulation,RPG,Casual,Early Access,Sports,Violent,Racing,Singleplayer,Multiplayer,Great Soundtrack,Atmospheric,Story Rich,Open World,2D,Co-op,Sci-fi,Adventure_k,Fantasy,Puzzle,First-Person,Shooter,Difficult,Funny,Classic,Sandbox,Horror,Female Protagonist,FPS,Pixel Graphics,Comedy,Survival,Third Person,Anime,Platformer,Action_k,Turn-Based,Exploration,total_key,agreement,retention
566,Darkstone,Darkstone,320320,Mostly Positive,"Single-player,Shared/Split Screen",71.0,95.0,"RPG, Action, Hack and Slash, Singleplayer, Classic","Action, RPG",0.0,0.0,6064,1.0,54.0,5.0,6490 days 00:00:00.000000000,1999.0,4.99,1999-07-31,"Hack and Slash, Singleplayer, Classic",0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,0.4,1.85185185185
567,Darkwood,Darkwood,274520,Very Positive,"Single-player,Partial Controller Support,Steam Cloud",93.0,798.0,"Early Access, Horror, Survival, Top-Down, RPG, Indie, Adventure, Action, Survival Horror, Atmospheric, Open World, Rogue-like, Dark, Singleplayer, Exploration, Lovecraftian, Crafting, Inventory Management, Building, 2D","Action, Indie, Adventure, RPG, Early Access",0.0,0.0,2213,10.0,306.0,13.0,1018 days 00:00:00.000000000,2014.0,14.99,2014-07-24,"Building, Rogue-like, Lovecraftian, Atmospheric, Top-Down, Singleplayer, Horror, Crafting, Dark, Exploration, Survival Horror, 2D, Inventory Management, Survival, Open World",1,1,1,0,0,1,0,1,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,20.0,0.25,3.26797385621
568,Darwin's Demons,Darwin's Demons,572020,Positive,"Single-player,Local Multi-Player,Local Co-op,Steam Achievements,Partial Controller Support,Steam Cloud,Stats,Steam Leaderboards",100.0,15.0,"Action, Indie, Simulation, Casual, Science","Action, Indie, Casual, Simulation",0.0,0.0,5274,1.0,17.0,2.0,83 days 00:00:00.000000000,2017.0,4.99,2017-02-13,Science,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,0.8,5.88235294118
569,Darwinia,Darwinia,1500,Mostly Positive,Single-player,73.0,324.0,"Strategy, Indie, RTS, Singleplayer, Retro, Story Rich, Action, Top-Down","Indie, Strategy",0.0,0.0,4516,7.0,39.0,9.0,4315 days 00:00:00.000000000,2005.0,9.99,2005-07-14,"Top-Down, Singleplayer, Retro, RTS, Action, Story Rich",1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8.0,0.25,17.9487179487
570,Dawn of Andromeda,Dawn of Andromeda,427570,Mostly Positive,"Single-player,Steam Achievements,Steam Trading Cards",72.0,68.0,"Strategy, Indie, 4X, Space, Real-Time with Pause, Sci-fi","Indie, Strategy",0.0,0.0,21,67.0,94.0,94.0,3 days 00:00:00.000000000,2017.0,29.99,2017-05-04,"Real-Time with Pause, Sci-fi, 4X, Space",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0,0.333333333333,71.2765957447
571,Dawn of Discovery,Dawn of Discovery,33210,Very Positive,Single-player,88.0,175.0,"Strategy, Simulation, City Builder","Simulation, Strategy",0.0,0.0,3455,15.0,205.0,24.0,2875 days 00:00:00.000000000,2009.0,9.99,2009-06-23,City Builder,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,0.666666666667,7.31707317073
572,Dawn of Discovery: Venice,Dawn of Discovery: Venice,33340,Very Positive,"Single-player,Multi-player,Co-op,Downloadable Content",87.0,189.0,nan,Strategy,0.0,0.0,5272,34.0,307.0,47.0,6368 days 00:00:00.000000000,1999.0,9.99,1999-11-30,nan,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,11.0749185668
573,Day of Defeat: Source,Day of Defeat: Source,300,Very Positive,"Multi-player,Cross-Platform Multiplayer,Steam Achievements,Steam Trading Cards,Valve Anti-Cheat enabled,Stats,Includes Source SDK",89.0,4486.0,"FPS, World War II, Action, Multiplayer, Shooter, Team-Based, Military, War, Class-Based, First-Person, Historical, Tactical, Classic, Realistic, Strategy, Gore, Massively Multiplayer, Comedy, Simulation, Online Co-Op",Action,0.0,0.0,3778,675.0,2421.0,956.0,2491 days 00:00:00.000000000,2010.0,9.99,2010-07-12,"Multiplayer, World War II, FPS, Team-Based, Massively Multiplayer, Shooter, Simulation, Realistic, War, Online Co-Op, Strategy, Gore, Historical, Tactical, First-Person, Military, Comedy, Classic, Class-Based",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,20.0,0.05,27.8810408922
574,Day of Infamy,Day of Infamy,447820,Very Positive,"Online Multi-Player,Online Co-op,Steam Achievements,Steam Workshop,Partial Controller Support,Steam Cloud,Stats,Includes level editor,Includes Source SDK",86.0,3692.0,"World War II, FPS, Action, Realistic, Multiplayer, War, Shooter, Tactical, Strategy, Military, Gore, Singleplayer, Indie, Co-op, First-Person, Historical, Simulation","Action, Indie, Gore, Strategy",1.0,1.0,140,688.0,1485.0,736.0,45 days 00:00:00.000000000,2017.0,19.99,2017-03-23,"Multiplayer, World War II, FPS, Singleplayer, Shooter, Simulation, Realistic, Co-op, Historical, Tactical, First-Person, Military, War",1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,17.0,0.235294117647,46.32996633
575,Day of the Tentacle Remastered,Day of the Tentacle Remastered,388210,Overwhelmingly Positive,"Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud,Commentary available",98.0,1215.0,"Adventure, Point & Click, Classic, Comedy, Cartoony, Time Travel, 1990's, 2D, Remake, Singleplayer, Funny",Adventure,0.0,0.0,1648,36.0,1097.0,45.0,412 days 00:00:00.000000000,2016.0,14.99,2016-03-21,"Funny, Singleplayer, Classic, 1990's, 2D, Remake, Point & Click, Comedy, Time Travel, Cartoony",0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,11.0,0.0909090909091,3.28167730173
576,DayZ,DayZ,221100,,"Multi-player,Steam Cloud,Valve Anti-Cheat enabled",66.0,144837.0,"Early Access, Survival, Zombies, Open World, Multiplayer, PvP, Massively Multiplayer, Action, Simulation, FPS, Post-apocalyptic, Shooter, Survival Horror, Sandbox, Indie, Adventure, Co-op, Horror, Atmospheric, Military","Action, Massively Multiplayer, Early Access, Indie",0.0,0.0,171,3918.0,45528.0,4813.0,1238 days 00:00:00.000000000,2013.0,29.74,2013-12-16,"PvP, Multiplayer, Atmospheric, Zombies, Survival, Shooter, Post-apocalyptic, Simulation, Sandbox, Co-op, Adventure, FPS, Survival Horror, Military, Horror, Open World",1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,20.0,0.2,8.60569319979
577,Days of War,Days of War,454350,,Online Multi-Player,57.0,855.0,"Early Access, Action, World War II, FPS, Violent, Multiplayer, Historical, War, Shooter, Realistic","Action, Violent, Early Access",0.0,0.0,2184,8.0,796.0,29.0,101 days 00:00:00.000000000,2017.0,24.99,2017-01-26,"Multiplayer, World War II, FPS, Shooter, Realistic, Historical, War",0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,10.0,0.3,1.00502512563
578,Dead Acres,Dead Acres,404550,Very Positive,Single-player,93.0,73.0,"Early Access, Casual, Indie, Action, Adventure, Strategy, Zombies","Indie, Strategy, Adventure, Action, Casual, Early Access",0.0,0.0,3100,2.0,23.0,5.0,530 days 00:00:00.000000000,2015.0,4.99,2015-11-24,Zombies,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0,0.857142857143,8.69565217391
579,Dead Age,Dead Age,363930,Very Positive,"Single-player,Steam Achievements,Full controller support,Steam Trading Cards",86.0,873.0,"RPG, Zombies, Survival, Casual, Strategy, Turn-Based Combat, Simulation, Adventure, Action, Indie, Turn-Based, Singleplayer, Party-Based RPG, Post-apocalyptic, Rogue-like, Dungeon Crawler, Rogue-lite, Turn-Based Strategy, Crafting, Procedural Generation","Indie, Simulation, Adventure, RPG, Action, Strategy, Casual",0.0,0.0,821,19.0,446.0,24.0,297 days 00:00:00.000000000,2016.0,14.99,2016-07-14,"Rogue-like, Crafting, Singleplayer, Party-Based RPG, Survival, Turn-Based Strategy, Procedural Generation, Rogue-lite, Post-apocalyptic, Turn-Based Combat, Turn-Based, Zombies, Dungeon Crawler",1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,20.0,0.35,4.2600896861
580,Dead Effect,Dead Effect,286040,Mostly Positive,"Single-player,Steam Achievements,Steam Trading Cards,Partial Controller Support,Steam Cloud,Stats,Steam Leaderboards",73.0,1857.0,"Action, Zombies, FPS, Horror, Indie, Shooter, Multiplayer, Singleplayer, Survival, Sci-fi, Gore, First-Person, Space, Survival Horror, Atmospheric, Bullet Time, Co-op","Action, Indie",0.0,0.0,4334,7.0,1032.0,18.0,872 days 00:00:00.000000000,2014.0,4.99,2014-12-17,"Shooter, Atmospheric, FPS, Singleplayer, Horror, Multiplayer, First-Person, Co-op, Space, Gore, Zombies, Bullet Time, Survival Horror, Survival, Sci-fi",1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,17.0,0.117647058824,0.678294573643
581,Dead Effect 2,Dead Effect 2,394760,Mostly Positive,"Single-player,Multi-player,Co-op,Steam Achievements,Full controller support,Steam Trading Cards",70.0,506.0,"Indie, Action, RPG, Co-op, FPS, Horror, Zombies, Survival, Multiplayer, Sci-fi, Gore, PvP, Shooter, First-Person, Singleplayer","Action, Indie, RPG",0.0,0.0,2271,23.0,264.0,33.0,366 days 00:00:00.000000000,2016.0,11.99,2016-05-06,"PvP, Co-op, FPS, Singleplayer, Horror, Multiplayer, Shooter, Gore, Zombies, First-Person, Survival, Sci-fi",1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,15.0,0.2,8.71212121212
582,Dead Island Definitive Edition,Dead Island Definitive Edition,383150,Mostly Positive,"Single-player,Multi-player,Co-op,Steam Achievements,Full controller support,Steam Trading Cards,Captions available,Steam Cloud,Stats",72.0,1408.0,"Zombies, Action, Open World, Co-op, Multiplayer, Survival, Gore, Horror, First-Person, FPS, RPG, Controller, Survival Horror, Crafting",Action,0.0,0.0,197,208.0,2324.0,287.0,341 days 00:00:00.000000000,2016.0,9.99,2016-05-31,"Crafting, Co-op, Zombies, Survival, Multiplayer, Controller, Gore, FPS, RPG, First-Person, Survival Horror, Horror, Open World",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,14.0,0.0714285714286,8.95008605852
583,Dead Island Retro Revenge,Dead Island Retro Revenge,337360,,"Single-player,Steam Achievements,Full controller support",46.0,73.0,"Action, Zombies, Beat 'em up, Retro, Runner",Action,0.0,0.0,1382,2.0,28.0,4.0,341 days 00:00:00.000000000,2016.0,2.49,2016-05-31,"Runner, Retro, Zombies, Beat 'em up",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,0.2,7.14285714286
584,Dead Island: Riptide Definitive Edition,Dead Island: Riptide Definitive Edition,383180,,"Single-player,Multi-player,Co-op,Steam Achievements,Full controller support,Steam Trading Cards,Captions available,Steam Cloud,Stats",66.0,375.0,"Action, Zombies, Open World, Co-op, Survival, Gore, Horror, First-Person, Multiplayer",Action,0.0,0.0,276,38.0,415.0,85.0,341 days 00:00:00.000000000,2016.0,9.99,2016-05-31,"Co-op, Survival, Multiplayer, Gore, Zombies, First-Person, Horror, Open World",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,9.0,0.111111111111,9.15662650602
585,Dead Pixels,Dead Pixels,222980,Very Positive,"Single-player,Shared/Split Screen,Steam Achievements,Full controller support",87.0,1760.0,"Zombies, Action, Indie, Pixel Graphics, Local Co-Op, Retro, 2D, Survival, RPG, Co-op, Side Scroller, Singleplayer, Local Multiplayer, Rogue-like, Casual, Shooter, Multiplayer, Controller, Procedural Generation","Action, RPG, Indie",0.0,0.0,2050,7.0,105.0,9.0,1612 days 00:00:00.000000000,2012.0,2.99,2012-12-07,"Side Scroller, Procedural Generation, Co-op, Singleplayer, Pixel Graphics, Survival, Shooter, Multiplayer, Rogue-like, Controller, Local Multiplayer, Retro, Zombies, 2D, Local Co-Op, Casual",1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,19.0,0.157894736842,6.66666666667
586,Dead Realm,Dead Realm,352460,Mostly Positive,"Multi-player,Cross-Platform Multiplayer,Steam Achievements,Stats,Steam Leaderboards",72.0,3463.0,"Early Access, Horror, Multiplayer, Survival Horror, First-Person, Action, Online Co-Op, Funny, Survival, Indie, Co-op, Strategy, Adventure, Atmospheric, Massively Multiplayer, Dark, Psychological Horror, Illuminati, Open World, RPG","Indie, Strategy, Adventure, Action, Early Access",0.0,0.0,4266,20.0,1844.0,21.0,643 days 00:00:00.000000000,2015.0,14.99,2015-08-03,"Funny, Co-op, Atmospheric, Psychological Horror, Illuminati, Horror, Multiplayer, Survival, Dark, Online Co-Op, RPG, First-Person, Survival Horror, Massively Multiplayer, Open World",1,1,1,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,20.0,0.25,1.08459869848
587,Dead Rising 2,Dead Rising 2,45740,Mostly Positive,"Single-player,Multi-player,Co-op,Steam Achievements,Steam Trading Cards,Partial Controller Support,Steam Cloud",74.0,2027.0,"Zombies, Action, Adventure, Open World, Co-op, Third Person, Online Co-Op, Comedy, Gore, Character Customization, Funny, Survival, Sandbox, Crafting, Multiplayer, Singleplayer, Multiple Endings, Horror, RPG, 3D Vision","Action, Adventure",3.0,1.0,1713,54.0,844.0,67.0,2414 days 00:00:00.000000000,2010.0,19.99,2010-09-27,"Funny, Crafting, Co-op, Zombies, Singleplayer, Open World, 3D Vision, Multiplayer, Character Customization, Sandbox, Online Co-Op, Gore, RPG, Horror, Comedy, Multiple Endings, Survival, Third Person",0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,1,0,0,0,0,0,20.0,0.1,6.3981042654
588,Dead Rising 2: Off the Record,Dead Rising 2: Off the Record,45770,Mostly Positive,"Single-player,Co-op,Steam Achievements,Steam Trading Cards,Partial Controller Support,Steam Cloud",78.0,789.0,"Action, Zombies, Adventure, Open World, Online Co-Op, Co-op, Third Person, Comedy, Funny, Gore, Sandbox, Horror, Great Soundtrack","Action, Adventure",0.0,0.0,706,40.0,302.0,62.0,2035 days 00:00:00.000000000,2011.0,19.99,2011-10-11,"Funny, Co-op, Great Soundtrack, Horror, Sandbox, Online Co-Op, Open World, Zombies, Comedy, Third Person, Gore",0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0,13.0,0.153846153846,13.2450331126
589,Dead Rising 3 Apocalypse Edition,Dead Rising 3 Apocalypse Edition,265550,,"Single-player,Multi-player,Co-op,Steam Achievements,Full controller support,Steam Trading Cards,Captions available,Steam Cloud,Steam Leaderboards",67.0,5283.0,"Zombies, Action, Open World, Co-op, Gore, Comedy, Survival, Funny, Third Person, Crafting, Adventure, Multiplayer, Sandbox, Online Co-Op, Horror, Singleplayer, Atmospheric, Survival Horror, RPG, Casual",Action,0.0,0.0,1218,119.0,11418.0,172.0,975 days 00:00:00.000000000,2014.0,29.99,2014-09-05,"Funny, Crafting, Co-op, Atmospheric, Zombies, Singleplayer, Survival, Multiplayer, Open World, Sandbox, Online Co-Op, Gore, RPG, Horror, Survival Horror, Comedy, Casual, Third Person, Adventure",0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,0,1,1,1,0,0,0,0,0,20.0,0.05,1.04221404799
590,Dead Rising 4,Dead Rising 4,543460,,"Single-player,Online Multi-Player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud",52.0,608.0,"Action, Gore, Zombies, Violent, Open World, Comedy, Heist, Survival, Multiplayer, Funny, Co-op, Horror, Third Person, Memes","Action, Violent, Gore",7.0,1.0,1193,108.0,2178.0,207.0,54 days 00:00:00.000000000,2017.0,59.99,2017-03-14,"Funny, Co-op, Heist, Multiplayer, Survival, Open World, Zombies, Memes, Comedy, Horror, Third Person",0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,14.0,0.214285714286,4.95867768595
591,Dead Secret,Dead Secret,402260,Very Positive,"Single-player,Steam Achievements,Full controller support",82.0,215.0,"Adventure, Indie, Psychological Horror, Story Rich, VR, Mystery, Dark, Horror, First-Person, Point & Click, Exploration, Atmospheric, Puzzle, Singleplayer, Female Protagonist","Indie, Adventure",0.0,0.0,2815,1.0,32.0,3.0,405 days 00:00:00.000000000,2016.0,14.99,2016-03-28,"Mystery, Atmospheric, Singleplayer, Horror, Psychological Horror, Dark, VR, Exploration, Story Rich, First-Person, Point & Click, Female Protagonist, Puzzle",1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,15.0,0.133333333333,3.125
592,Dead Space,Dead Space,17470,Very Positive,"Single-player,Full controller support",89.0,4867.0,"Horror, Action, Sci-fi, Space, Third Person, Survival Horror, Third-Person Shooter, Atmospheric, Singleplayer, Gore, Shooter, Aliens, Dark, Futuristic, Silent Protagonist, Story Rich, Survival, Adventure, Zombies, RPG",Action,0.0,0.0,632,99.0,609.0,116.0,3121 days 00:00:00.000000000,2008.0,19.99,2008-10-20,"Silent Protagonist, Atmospheric, Sci-fi, Aliens, Space, Horror, Shooter, Singleplayer, Dark, Zombies, Adventure, RPG, Survival Horror, Story Rich, Third-Person Shooter, Third Person, Survival, Futuristic, Gore",0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,20.0,0.05,16.2561576355
593,Dead Space 2,Dead Space 2,47780,Very Positive,"Single-player,Multi-player,Partial Controller Support",94.0,5229.0,"Horror, Action, Sci-fi, Space, Third Person, Survival Horror, Gore, Third-Person Shooter, Atmospheric, Multiplayer, Singleplayer, Shooter, Aliens, Adventure, Story Rich, Co-op, Survival, Futuristic, Blood, 3D Vision",Action,0.0,0.0,1541,104.0,551.0,106.0,2294 days 00:00:00.000000000,2011.0,19.99,2011-01-25,"Multiplayer, Atmospheric, Sci-fi, Aliens, Space, Gore, Horror, Shooter, Singleplayer, Co-op, Adventure, 3D Vision, Survival Horror, Story Rich, Third-Person Shooter, Third Person, Survival, Futuristic, Blood",0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,20.0,0.05,18.8747731397
594,Dead by Daylight,Dead by Daylight,381210,Mostly Positive,"Multi-player,Co-op,Steam Achievements,Steam Trading Cards,Partial Controller Support,Steam Cloud",72.0,54317.0,"Horror, Survival Horror, Multiplayer, Co-op, Survival, Stealth, Atmospheric, Gore, Third Person, Action, Blood, First-Person, Online Co-Op, Team-Based, Psychological Horror, Violent, Strategy, Mature, Difficult, Comedy","Action, Gore, Violent",5.0,1.0,446,5915.0,43033.0,11135.0,327 days 00:00:00.000000000,2016.0,19.99,2016-06-14,"Co-op, Atmospheric, Team-Based, Horror, Psychological Horror, Multiplayer, Strategy, Stealth, Online Co-Op, Blood, Mature, First-Person, Survival Horror, Comedy, Survival, Third Person, Difficult",0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,20.0,0.15,13.7452652615
595,DeadCore,DeadCore,284460,Very Positive,"Single-player,Steam Achievements,Steam Cloud,Steam Leaderboards",87.0,1089.0,"Platformer, Action, Indie, FPS, Sci-fi, 3D Platformer, Great Soundtrack, First-Person, Parkour, Difficult, Puzzle, Fast-Paced, Singleplayer, Shooter","Action, Indie",0.0,0.0,4076,1.0,273.0,8.0,933 days 00:00:00.000000000,2014.0,9.99,2014-10-17,"Parkour, Sci-fi, Singleplayer, Fast-Paced, Puzzle, Shooter, First-Person, Platformer, FPS, Great Soundtrack, 3D Platformer, Difficult",1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,14.0,0.142857142857,0.3663003663
596,Deadfall Adventures,Deadfall Adventures,231330,Mostly Positive,"Single-player,Multi-player,Co-op,Steam Achievements,Steam Trading Cards,Partial Controller Support,Steam Cloud,Steam Leaderboards",74.0,645.0,"Adventure, Action, FPS, Shooter, First-Person, Multiplayer, Singleplayer, Puzzle, Zombies, Co-op, Indie, Horror, Survival","Action, Adventure",0.0,0.0,831,23.0,187.0,45.0,1269 days 00:00:00.000000000,2013.0,4.99,2013-11-15,"Shooter, FPS, Singleplayer, Indie, Puzzle, Multiplayer, Co-op, Zombies, Horror, First-Person, Survival",0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,13.0,0.153846153846,12.2994652406
597,Deadlight: Director's Cut,Deadlight: Director's Cut,423950,Mostly Positive,"Single-player,Steam Achievements,Full controller support,Steam Leaderboards",72.0,106.0,"Action, Adventure, Zombies, Side Scroller, Platformer, 2.5D, Story Rich","Action, Adventure",0.0,0.0,1124,7.0,104.0,22.0,320 days 00:00:00.000000000,2016.0,3.59,2016-06-21,"Side Scroller, Story Rich, Platformer, Zombies, 2.5D",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7.0,0.285714285714,6.73076923077
598,Deadlock II: Shrine Wars,Deadlock II: Shrine Wars,328450,,Single-player,69.0,26.0,Strategy,Strategy,0.0,0.0,6416,2.0,12.0,2.0,7066 days 00:00:00.000000000,1998.0,6.99,1998-01-01,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,16.6666666667
599,Deadly 30,Deadly 30,264730,Mostly Positive,"Single-player,Steam Achievements,Steam Trading Cards",78.0,849.0,"Action, Indie, Zombies, Survival, 2D, Gore, Singleplayer, Violent, Horror, Retro, Side Scroller, Shooter, Platformer","Indie, Action, Violent, Gore",0.0,0.0,6032,5.0,770.0,7.0,1215 days 00:00:00.000000000,2014.0,4.99,2014-01-08,"Side Scroller, Singleplayer, Survival, Shooter, 2D, Platformer, Retro, Zombies, Horror",1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,13.0,0.307692307692,0.649350649351
600,Deadpool,Deadpool,224060,Very Positive,"Single-player,Steam Achievements,Partial Controller Support,Steam Leaderboards",90.0,2337.0,"Funny, Action, Superhero, Singleplayer, Comedy, Shooter, Gore, Adventure, Dark Humor, Third Person, Hack and Slash, Comic Book, Mature, Third-Person Shooter, Nudity, Memes, Story Rich, Beat 'em up, Multiplayer, Open World",Action,1.0,1.0,1538,24.0,1660.0,51.0,1412 days 00:00:00.000000000,2013.0,39.99,2013-06-25,"Third Person, Funny, Shooter, Superhero, Adventure, Singleplayer, Nudity, Multiplayer, Beat 'em up, Hack and Slash, Gore, Mature, Dark Humor, Story Rich, Memes, Comedy, Comic Book, Open World, Third-Person Shooter",0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,20.0,0.05,1.44578313253
601,Dear Esther: Landmark Edition,Dear Esther: Landmark Edition,520720,Mostly Positive,"Single-player,Steam Achievements,Full controller support,Steam Cloud,Commentary available",77.0,153.0,"Adventure, Indie, Casual, Walking Simulator, Atmospheric, First-Person, Singleplayer, Great Soundtrack","Indie, Adventure, Casual",0.0,0.0,4849,3.0,73.0,12.0,82 days 00:00:00.000000000,2017.0,9.99,2017-02-14,"First-Person, Great Soundtrack, Atmospheric, Walking Simulator, Singleplayer",1,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.0,0.375,4.1095890411
