submit_date,down_votes,up_votes,meaning,date,phrase
" May 02, 2013",3027,4338,That moment when you're sitting in your car after being pulled over by a cop. Knowing that every person driving by is looking at you.,May 4,Sit of shame
" May 14, 2013",2732,3974,The act of arranging bacon strips on a frying pan in the most efficient way possible given the dimensions of your pan. The goal is to maximize the number of bacon strips on the heating surface without leaving any part of any strip uncooked.,May 16,bacon tetris
" November 06, 2010",2705,3296,"When, after dealing with many computer viruses in the past, are afraid to download anything in fear of it being a virus, no matter how many times you're told it's safe.",May 1,computer anxiety
" April 13, 2013",4348,4983,"The one day, usually every month or so, where you finally crack, and update Adobe, Itunes, Steam, and a bunch of other crap all day. Basically renders your computer useless if you are using anything but solitaire.",Apr 14,Update Day
" April 15, 2013",3488,3042,When this generation later tells their teenage kids about the youtube videos you watched back in the day and those children subsequently rapidly share said videos with their generation.,Apr 22,Reviral
" November 30, 2012",8548,15126,The rhythmic gyrating of the lower fleshy extremities in a lascivious manner with the intent to elicit sexual arousal or laughter in ones intended audience,May 3,Twerk
" May 01, 2013",3235,5762,An nullified attribution intended to convey the absurdity of a statement.,May 2,said no one ever
" May 14, 2013",2520,2542,"A person who demands everyone's attendance at events and will not take ""no"" for an answer. Also, this person tends to discourage people from leaving social events and interrogates them as to the reason for the departure",May 15,Social Bully
" May 13, 2013",3184,3928,That ugly ass face people have in the morning before they drink their coffee.,May 14,coffee face
" September 12, 2008",2944,4367,A mode available in modern web browsers that doesn't store any session information.,May 13,Porn Mode
" May 09, 2013",3924,4495,"flip flops or sandals, must have a strap between one or more toes, can be any material but leather is prefered",May 11,Jesus shoes
" April 05, 2013",7226,8342,"When a city or town specifically zones an area for ""adult"" businesses.",Apr 6,Jizzneyland
" April 27, 2013",2216,2918,"An overworked figure of speech, such as, inter alia, ""at the end of the day,"" or ""it is what is,"" or ""thinking outside the box,"" or ""leverage our resources."" Crutchphrases are a common refuge of speakers who have difficulty articulating ideas or concepts without reflexively using jargon and clich. Often relied upon by powerpoint-user speakers who simply repeat what is already printed on the Powerpoint slide.The use of a crutchphrase is often an open admission of an unwillingness or inability to think, let alone use language effectively.",Apr 29,Crutch phrase
" April 26, 2013",2840,3097,"The cool way of saying ""Get out?!"" Or ""No way!"" Also a way of saying ""Shut the fuck up."" Like in disbelief or pure pissed offedness.",Apr 28,Fuck outta here
" April 25, 2013",3568,4425,to feel the symtoms of intoxication while being completely sober ( sometimes caused by sleepyness),Apr 26,sober wasted
" December 15, 2009",3254,4195,"Avoiding someone electronically such as on Facebook, e-mail, IM, or text messages.",Apr 25,E-void
" April 21, 2013",3587,4305,"1. Orgasmic, amazing, awesome.2. Really, really hot.",Apr 24,Fapulous
" April 11, 2013",5233,4569,When you can't figure out who your boss is but you know you're getting royally fucked.,Apr 12,Manager trois
" April 07, 2013",4950,4539,"The action of climbing over or under the divider in a public restroom when you run out of toilet paper as to gain access to the toilet paper in an adjoining stall.Practitioners of poo parkour may be referred to as ""shitraceurs"".",Apr 11,poo parkour
" March 04, 2010",4708,4470,the internal physiological mechanism responsible for causing one to wake up at workday times on the weekend.also responsible for any low-grade sleep disorders and the inability to stay awake during any meetings held after lunch.,Apr 10,bio-illogical clock
" April 06, 2013",3992,3486,Netaflixia; a self-diagnosed non-medical term to describe people who are addicted to the Netflix video streaming service.,Apr 9,Netaflixia
" April 07, 2013",5891,6228,annihilation stemming from picking a fight with an utterly more powerful force.,Apr 8,suicide by superpower
" April 20, 2013",4659,3602,The sound created from urine slashing against the urinal walls,Apr 21,urine echo
" April 17, 2013",3656,1801,"The process of solving a conflict, or a number of conflicts between two or more parties through eating copious amounts of meat in front of the conflicting parties until an amicable agreement is reached.",Apr 20,Meateatiation
" April 18, 2013",3764,4109,adj:/ the act of contributing a comment amongst a group of friends that is completely irrelevant to the current subject matter currently discussed.,Apr 19,leftfielding
" April 18, 2013",3307,2435,"This is when you sit with your email account open, continually refreshing the page to see if you have received any new mail.The instant that you hit the 'refresh' button and spontaneously receive a new email is the defining moment in email roulette, accompanied by a surge of adrenaline and sense of wonder/curiousity with regard to the new message.",Apr 18,email roulette
" April 15, 2013",2824,2698,"The process of (often aimlessly) browsing YouTube videos via the suggested/related videos that are provided on the YouTube sidebar or at the conclusion of a viewed YouTube clip.Refers to the concept of the ""dream, within a dream, within a dream"" from the movie Inception; except users are experiencing a video, within a video, within a video.Can often be a great way of finding obscure and random YouTube content that usually ends up being a world away from the initial search.",Apr 17,Tubeception
" March 27, 2013",6215,6875,The act of standing in front of a refrigerator with the door open for an over-excessive amount of time and then closing the door without taking anything. Usually done by picky eaters or one who is bored out of his/her mind.,Mar 30,window eating
" January 28, 2012",3464,3490,Prying one's fat ass off the couch to get shit done. Ending (temporarily or permanently) one's sedentary lifestyle &amp; actually doing shit.,May 10,Delazify
" May 06, 2013",3314,4371,"A crease in your pants in the crotch section, which causes you to look like you're having an erection.(especially embarrassing when you are a girl)",May 9,pants boner
" April 03, 2013",6337,7039,Being able to actually remember the philosophical shit you talked about while wasted the night before.,Apr 5,Wise beyond beers
" April 02, 2013",7145,8253,Dislike or hatred of brown or browning bananas.,Apr 4,Banana Racist
" August 17, 2009",6153,5993,When one attempts to send or receive a text message with little or no reception by raising his or her cell phone up in the air thinking that somehow they will gain more bars.,Apr 3,cell phone salute
" April 26, 2009",5540,5090,"Typically an asshole that spends between five and ten minutes talking to you before mentioning casually that he/she is sick. Causing you to wonder if you've now been infected by what this mouth breathing fuck stick has. Usually its just the common cold, but it could just as easily be ebola.",Apr 2,Patient Zero
