Hourly Wages,1 Adult,1 Adult 1 Child,1 Adult 2 Children,1 Adult 3 Children,2 Adults (One Working),2 Adults (One Working) 1 Child,2 Adults (One Working) 2 Children,2 Adults (One Working) 3 Children,2 Adults,2 Adults 1 Child,2 Adults 2 Children,2 Adults 3 Children,FIPS Code,Location,year
Living Wage,$9.93,$22.54,$28.63,$36.55,$17.39,$20.78,$23.22,$25.83,$8.69,$12.48,$15.60,$18.81,17129,"Menard County, Illinois",2015
Living Wage,$9.82,$22.41,$28.50,$36.56,$17.26,$20.65,$23.09,$25.85,$8.63,$12.41,$15.53,$18.82,17131,"Mercer County, Illinois",2015
Living Wage,$10.38,$23.10,$29.19,$37.25,$17.77,$21.34,$23.78,$26.54,$8.89,$12.76,$15.88,$19.16,17133,"Monroe County, Illinois",2015
Living Wage,$9.72,$22.03,$28.12,$35.62,$17.23,$20.27,$22.71,$24.90,$8.62,$12.22,$15.35,$18.34,17135,"Montgomery County, Illinois",2015
Living Wage,$9.47,$22.10,$28.20,$35.71,$16.84,$20.34,$22.78,$24.99,$8.42,$12.26,$15.38,$18.39,17137,"Morgan County, Illinois",2015
Living Wage,$9.63,$21.89,$27.99,$36.09,$17.11,$20.13,$22.57,$25.38,$8.56,$12.15,$15.28,$18.58,17139,"Moultrie County, Illinois",2015
Living Wage,$9.88,$22.07,$28.16,$36.43,$16.96,$20.31,$22.75,$25.72,$8.48,$12.24,$15.37,$18.75,17141,"Ogle County, Illinois",2015
Living Wage,$9.67,$22.43,$28.53,$36.34,$17.28,$20.67,$23.12,$25.63,$8.64,$12.42,$15.55,$18.71,17143,"Peoria County, Illinois",2015
Living Wage,$9.92,$21.89,$27.99,$35.49,$16.68,$20.13,$22.57,$24.78,$8.34,$12.15,$15.28,$18.28,17145,"Perry County, Illinois",2015
Living Wage,$10.30,$22.97,$29.06,$37.01,$17.91,$21.21,$23.65,$26.30,$8.95,$12.69,$15.82,$19.04,17147,"Piatt County, Illinois",2015
Living Wage,$9.92,$21.89,$27.99,$35.71,$17.11,$20.13,$22.57,$25.00,$8.56,$12.15,$15.28,$18.39,17149,"Pike County, Illinois",2015
Living Wage,$9.63,$21.89,$27.99,$36.38,$17.11,$20.13,$22.57,$25.67,$8.56,$12.15,$15.28,$18.73,17151,"Pope County, Illinois",2015
Living Wage,$9.63,$21.89,$27.99,$35.45,$17.11,$20.13,$22.57,$24.73,$8.56,$12.15,$15.28,$18.26,17153,"Pulaski County, Illinois",2015
Living Wage,$9.63,$21.89,$27.99,$35.45,$17.11,$20.13,$22.57,$24.73,$8.56,$12.15,$15.28,$18.26,17155,"Putnam County, Illinois",2015
Living Wage,$9.64,$21.91,$28.00,$35.89,$16.72,$20.14,$22.59,$25.18,$8.36,$12.16,$15.28,$18.48,17157,"Randolph County, Illinois",2015
Living Wage,$9.63,$21.89,$27.99,$36.20,$16.68,$20.13,$22.57,$25.48,$8.34,$12.15,$15.28,$18.63,17159,"Richland County, Illinois",2015
Living Wage,$9.82,$22.41,$28.50,$36.56,$17.26,$20.65,$23.09,$25.85,$8.63,$12.41,$15.53,$18.82,17161,"Rock Island County, Illinois",2015
Living Wage,$9.92,$21.89,$27.99,$36.24,$16.68,$20.13,$22.57,$25.53,$8.34,$12.15,$15.28,$18.66,17165,"Saline County, Illinois",2015
Living Wage,$9.93,$22.54,$28.63,$36.55,$17.39,$20.78,$23.22,$25.83,$8.69,$12.48,$15.60,$18.81,17167,"Sangamon County, Illinois",2015
Living Wage,$9.63,$21.89,$27.99,$36.38,$17.11,$20.13,$22.57,$25.67,$8.56,$12.15,$15.28,$18.73,17169,"Schuyler County, Illinois",2015
Living Wage,$9.63,$21.89,$27.99,$36.03,$16.77,$20.13,$22.57,$25.31,$8.39,$12.15,$15.28,$18.55,17171,"Scott County, Illinois",2015
Living Wage,$9.63,$21.89,$27.99,$35.45,$16.68,$20.13,$22.57,$24.73,$8.34,$12.15,$15.28,$18.26,17173,"Shelby County, Illinois",2015
Living Wage,$9.67,$22.43,$28.53,$36.34,$17.28,$20.67,$23.12,$25.63,$8.64,$12.42,$15.55,$18.71,17175,"Stark County, Illinois",2015
Living Wage,$10.38,$23.10,$29.19,$37.25,$17.77,$21.34,$23.78,$26.54,$8.89,$12.76,$15.88,$19.16,17163,"St. Clair County, Illinois",2015
Living Wage,$9.63,$21.89,$27.99,$35.45,$16.68,$20.13,$22.57,$24.73,$8.34,$12.15,$15.28,$18.26,17177,"Stephenson County, Illinois",2015
Living Wage,$9.67,$22.43,$28.53,$36.34,$17.28,$20.67,$23.12,$25.63,$8.64,$12.42,$15.55,$18.71,17179,"Tazewell County, Illinois",2015
Living Wage,$9.63,$21.89,$27.99,$35.76,$16.68,$20.13,$22.57,$25.05,$8.34,$12.15,$15.28,$18.41,17181,"Union County, Illinois",2015
Living Wage,$10.43,$22.61,$28.70,$36.46,$17.50,$20.85,$23.29,$25.74,$8.75,$12.51,$15.64,$18.76,17183,"Vermilion County, Illinois",2015
Living Wage,$9.63,$21.89,$27.99,$35.45,$16.68,$20.13,$22.57,$24.73,$8.34,$12.15,$15.28,$18.26,17185,"Wabash County, Illinois",2015
Living Wage,$9.72,$22.02,$28.12,$36.53,$16.83,$20.26,$22.71,$25.82,$8.41,$12.22,$15.34,$18.80,17187,"Warren County, Illinois",2015
Living Wage,$9.63,$21.89,$27.99,$35.64,$16.74,$20.13,$22.57,$24.93,$8.37,$12.15,$15.28,$18.36,17189,"Washington County, Illinois",2015
Living Wage,$9.63,$21.89,$27.99,$35.90,$17.11,$20.13,$22.57,$25.19,$8.56,$12.15,$15.28,$18.49,17191,"Wayne County, Illinois",2015
Living Wage,$9.62,$21.89,$27.99,$35.47,$17.11,$20.13,$22.57,$24.76,$8.56,$12.15,$15.28,$18.27,17193,"White County, Illinois",2015
Living Wage,$9.91,$21.92,$28.01,$35.48,$16.88,$20.16,$22.60,$24.77,$8.44,$12.17,$15.29,$18.27,17195,"Whiteside County, Illinois",2015
Living Wage,$12.19,$24.91,$31.00,$39.40,$19.66,$23.14,$25.59,$28.69,$9.83,$13.66,$16.78,$20.24,17197,"Will County, Illinois",2015
Living Wage,$9.98,$21.98,$28.07,$36.25,$16.75,$20.22,$22.66,$25.53,$8.37,$12.20,$15.32,$18.66,17199,"Williamson County, Illinois",2015
Living Wage,$10.04,$22.61,$28.70,$36.91,$17.24,$20.85,$23.29,$26.20,$8.62,$12.51,$15.64,$18.99,17201,"Winnebago County, Illinois",2015
Living Wage,$9.67,$22.43,$28.53,$36.34,$17.28,$20.67,$23.12,$25.63,$8.64,$12.42,$15.55,$18.71,17203,"Woodford County, Illinois",2015
Living Wage,$10.38,$22.77,$28.86,$37.31,$17.43,$21.01,$23.45,$26.59,$8.56,$12.59,$15.71,$19.19,14010,"Bloomington, IL",2015
Living Wage,$9.83,$22.11,$28.21,$36.25,$16.85,$20.35,$22.79,$25.53,$8.29,$12.26,$15.39,$18.66,16060,"Carbondale-Marion, IL",2015
Living Wage,$10.30,$22.97,$29.06,$37.01,$17.91,$21.21,$23.65,$26.30,$8.52,$12.69,$15.82,$19.04,16580,"Champaign-Urbana, IL",2015
Living Wage,$11.97,$24.73,$30.82,$39.22,$19.46,$22.96,$25.41,$28.51,$9.36,$13.57,$16.69,$20.15,16980,"Chicago-Naperville-Elgin, IL",2015
Living Wage,$10.43,$22.61,$28.70,$36.46,$17.50,$20.85,$23.29,$25.74,$8.59,$12.51,$15.64,$18.76,19180,"Danville, IL",2015
Living Wage,$9.59,$22.25,$28.35,$36.54,$17.07,$20.49,$22.93,$25.83,$8.17,$12.33,$15.46,$18.81,19500,"Decatur, IL",2015
Living Wage,$10.42,$23.69,$29.78,$38.63,$18.12,$21.92,$24.37,$27.92,$8.58,$13.05,$16.17,$19.85,28100,"Kankakee, IL",2015
Living Wage,$9.67,$22.43,$28.53,$36.34,$17.28,$20.67,$23.12,$25.63,$8.21,$12.42,$15.55,$18.71,37900,"Peoria, IL",2015
Living Wage,$10.04,$22.61,$28.70,$36.91,$17.24,$20.85,$23.29,$26.20,$8.39,$12.51,$15.64,$18.99,40420,"Rockford, IL",2015
Living Wage,$9.93,$22.54,$28.63,$36.55,$17.39,$20.78,$23.22,$25.83,$8.33,$12.48,$15.60,$18.81,44100,"Springfield, IL",2015
Living Wage,$9.92,$21.10,$25.07,$30.87,$16.68,$20.37,$22.78,$25.40,$8.34,$11.74,$13.80,$15.96,18,Indiana,2015
Living Wage,$9.46,$20.44,$24.41,$30.05,$16.18,$19.71,$22.12,$24.58,$8.09,$11.41,$13.47,$15.55,18001,"Adams County, Indiana",2015
Living Wage,$9.92,$20.73,$24.69,$30.26,$16.37,$20.00,$22.41,$24.79,$8.19,$11.55,$13.61,$15.66,18003,"Allen County, Indiana",2015
Living Wage,$10.76,$21.74,$25.71,$31.72,$17.28,$21.01,$23.42,$26.25,$8.64,$12.06,$14.12,$16.39,18005,"Bartholomew County, Indiana",2015
Living Wage,$10.20,$21.25,$25.22,$31.05,$16.84,$20.52,$22.93,$25.58,$8.42,$11.82,$13.88,$16.05,18007,"Benton County, Indiana",2015
Living Wage,$9.46,$20.44,$24.41,$29.72,$15.96,$19.71,$22.12,$24.25,$7.98,$11.41,$13.47,$15.39,18009,"Blackford County, Indiana",2015
Living Wage,$10.09,$21.41,$25.38,$31.38,$17.02,$20.68,$23.09,$25.91,$8.51,$11.89,$13.95,$16.22,18011,"Boone County, Indiana",2015
Living Wage,$10.09,$21.41,$25.38,$31.38,$17.02,$20.68,$23.09,$25.91,$8.51,$11.89,$13.95,$16.22,18013,"Brown County, Indiana",2015
Living Wage,$10.11,$20.44,$24.41,$30.48,$16.40,$19.71,$22.12,$25.01,$8.20,$11.41,$13.47,$15.77,18015,"Carroll County, Indiana",2015
Living Wage,$9.46,$20.44,$24.41,$29.72,$15.96,$19.71,$22.12,$24.25,$7.98,$11.41,$13.47,$15.39,18017,"Cass County, Indiana",2015
Living Wage,$10.03,$21.05,$25.02,$31.14,$16.73,$20.32,$22.73,$25.67,$8.36,$11.72,$13.77,$16.10,18019,"Clark County, Indiana",2015
Living Wage,$9.36,$20.67,$24.63,$30.00,$16.13,$19.94,$22.35,$24.53,$8.07,$11.52,$13.58,$15.53,18021,"Clay County, Indiana",2015
Living Wage,$9.34,$20.63,$24.60,$30.09,$16.11,$19.90,$22.31,$24.62,$8.05,$11.51,$13.57,$15.58,18023,"Clinton County, Indiana",2015
Living Wage,$9.46,$20.44,$24.41,$29.72,$15.96,$19.71,$22.12,$24.25,$7.98,$11.41,$13.47,$15.39,18025,"Crawford County, Indiana",2015
Living Wage,$9.46,$20.44,$24.41,$30.51,$15.96,$19.71,$22.12,$25.04,$7.98,$11.41,$13.47,$15.78,18027,"Daviess County, Indiana",2015
Living Wage,$9.75,$21.26,$25.23,$31.44,$16.64,$20.53,$22.94,$25.97,$8.32,$11.82,$13.88,$16.25,18029,"Dearborn County, Indiana",2015
Living Wage,$9.47,$20.85,$24.82,$30.31,$16.27,$20.12,$22.53,$24.84,$8.14,$11.61,$13.67,$15.68,18031,"Decatur County, Indiana",2015
Living Wage,$9.40,$20.44,$24.41,$30.46,$16.09,$19.71,$22.12,$24.99,$8.04,$11.41,$13.47,$15.76,18033,"DeKalb County, Indiana",2015
Living Wage,$9.71,$20.54,$24.50,$30.13,$16.19,$19.81,$22.22,$24.66,$8.10,$11.46,$13.52,$15.59,18035,"Delaware County, Indiana",2015
Living Wage,$9.46,$20.44,$24.41,$30.67,$16.02,$19.71,$22.12,$25.20,$8.01,$11.41,$13.47,$15.87,18037,"Dubois County, Indiana",2015
Living Wage,$9.80,$21.22,$25.19,$30.93,$16.68,$20.49,$22.90,$25.46,$8.34,$11.80,$13.86,$16.00,18039,"Elkhart County, Indiana",2015
Living Wage,$9.70,$20.54,$24.51,$30.00,$16.07,$19.81,$22.22,$24.53,$8.04,$11.46,$13.52,$15.53,18041,"Fayette County, Indiana",2015
Living Wage,$10.03,$21.05,$25.02,$31.14,$16.73,$20.32,$22.73,$25.67,$8.36,$11.72,$13.77,$16.10,18043,"Floyd County, Indiana",2015
Living Wage,$9.52,$20.52,$24.49,$30.54,$16.47,$19.79,$22.20,$25.07,$8.24,$11.45,$13.51,$15.80,18045,"Fountain County, Indiana",2015
Living Wage,$9.75,$21.26,$25.23,$31.44,$16.64,$20.53,$22.94,$25.97,$8.32,$11.82,$13.88,$16.25,18047,"Franklin County, Indiana",2015
Living Wage,$9.47,$20.45,$24.42,$29.73,$16.23,$19.72,$22.13,$24.26,$8.12,$11.42,$13.48,$15.39,18049,"Fulton County, Indiana",2015
Living Wage,$9.75,$20.44,$24.41,$30.11,$16.04,$19.71,$22.12,$24.64,$8.02,$11.41,$13.47,$15.58,18051,"Gibson County, Indiana",2015
Living Wage,$9.54,$20.77,$24.74,$30.48,$16.22,$20.04,$22.45,$25.01,$8.11,$11.58,$13.63,$15.77,18053,"Grant County, Indiana",2015
Living Wage,$9.22,$20.44,$24.41,$29.72,$15.96,$19.71,$22.12,$24.25,$7.98,$11.41,$13.47,$15.39,18055,"Greene County, Indiana",2015
Living Wage,$10.09,$21.41,$25.38,$31.38,$17.02,$20.68,$23.09,$25.91,$8.51,$11.89,$13.95,$16.22,18057,"Hamilton County, Indiana",2015
Living Wage,$10.09,$21.41,$25.38,$31.38,$17.02,$20.68,$23.09,$25.91,$8.51,$11.89,$13.95,$16.22,18059,"Hancock County, Indiana",2015
Living Wage,$10.03,$21.05,$25.02,$31.14,$16.73,$20.32,$22.73,$25.67,$8.36,$11.72,$13.77,$16.10,18061,"Harrison County, Indiana",2015
Living Wage,$10.09,$21.41,$25.38,$31.38,$17.02,$20.68,$23.09,$25.91,$8.51,$11.89,$13.95,$16.22,18063,"Hendricks County, Indiana",2015
Living Wage,$9.85,$20.46,$24.43,$29.86,$16.01,$19.73,$22.15,$24.39,$8.00,$11.42,$13.48,$15.46,18065,"Henry County, Indiana",2015
Living Wage,$9.99,$20.84,$24.80,$30.64,$16.26,$20.11,$22.52,$25.17,$8.13,$11.61,$13.67,$15.85,18067,"Howard County, Indiana",2015
Living Wage,$9.35,$20.46,$24.43,$29.90,$16.04,$19.73,$22.15,$24.43,$8.02,$11.42,$13.48,$15.48,18069,"Huntington County, Indiana",2015
Living Wage,$9.30,$20.57,$24.54,$30.26,$16.06,$19.84,$22.25,$24.79,$8.03,$11.47,$13.53,$15.66,18071,"Jackson County, Indiana",2015
Living Wage,$10.13,$20.88,$24.85,$30.27,$16.30,$20.15,$22.56,$24.80,$8.15,$11.63,$13.69,$15.66,18073,"Jasper County, Indiana",2015
Living Wage,$9.46,$20.44,$24.41,$30.32,$16.10,$19.71,$22.12,$24.85,$8.05,$11.41,$13.47,$15.69,18075,"Jay County, Indiana",2015
Living Wage,$9.22,$20.44,$24.41,$30.22,$16.11,$19.71,$22.12,$24.75,$8.06,$11.41,$13.47,$15.64,18077,"Jefferson County, Indiana",2015
Living Wage,$9.32,$20.60,$24.56,$30.11,$16.12,$19.87,$22.28,$24.64,$8.06,$11.49,$13.55,$15.58,18079,"Jennings County, Indiana",2015
Living Wage,$10.09,$21.41,$25.38,$31.38,$17.02,$20.68,$23.09,$25.91,$8.51,$11.89,$13.95,$16.22,18081,"Johnson County, Indiana",2015
Living Wage,$9.86,$20.44,$24.41,$29.73,$16.04,$19.71,$22.12,$24.26,$8.02,$11.41,$13.47,$15.39,18083,"Knox County, Indiana",2015
Living Wage,$9.93,$21.16,$25.12,$30.84,$16.54,$20.43,$22.84,$25.37,$8.27,$11.77,$13.83,$15.95,18085,"Kosciusko County, Indiana",2015
Living Wage,$9.22,$20.44,$24.41,$29.72,$15.96,$19.71,$22.12,$24.25,$7.98,$11.41,$13.47,$15.39,18087,"LaGrange County, Indiana",2015
Living Wage,$9.85,$21.49,$25.46,$31.06,$17.08,$20.76,$23.18,$25.59,$8.54,$11.94,$14.00,$16.06,18089,"Lake County, Indiana",2015
Living Wage,$9.74,$20.98,$24.95,$30.76,$16.37,$20.25,$22.66,$25.29,$8.18,$11.68,$13.74,$15.91,18091,"LaPorte County, Indiana",2015
Living Wage,$9.27,$20.52,$24.49,$30.16,$16.17,$19.79,$22.20,$24.69,$8.09,$11.45,$13.51,$15.61,18093,"Lawrence County, Indiana",2015
Living Wage,$9.49,$20.79,$24.76,$30.56,$16.22,$20.06,$22.47,$25.09,$8.11,$11.58,$13.64,$15.81,18095,"Madison County, Indiana",2015
Living Wage,$10.09,$21.41,$25.38,$31.38,$17.02,$20.68,$23.09,$25.91,$8.51,$11.89,$13.95,$16.22,18097,"Marion County, Indiana",2015
Living Wage,$9.61,$20.67,$24.63,$30.00,$16.15,$19.94,$22.35,$24.53,$8.07,$11.52,$13.58,$15.53,18099,"Marshall County, Indiana",2015
Living Wage,$9.46,$20.44,$24.41,$30.67,$16.40,$19.71,$22.12,$25.20,$8.20,$11.41,$13.47,$15.87,18101,"Martin County, Indiana",2015
Living Wage,$9.22,$20.44,$24.41,$30.30,$16.40,$19.71,$22.12,$24.83,$8.20,$11.41,$13.47,$15.68,18103,"Miami County, Indiana",2015
Living Wage,$10.67,$21.61,$25.58,$31.98,$17.16,$20.88,$23.29,$26.51,$8.58,$12.00,$14.06,$16.52,18105,"Monroe County, Indiana",2015
Living Wage,$9.47,$20.71,$24.68,$30.75,$16.17,$19.98,$22.39,$25.28,$8.09,$11.55,$13.61,$15.90,18107,"Montgomery County, Indiana",2015
Living Wage,$10.09,$21.41,$25.38,$31.38,$17.02,$20.68,$23.09,$25.91,$8.51,$11.89,$13.95,$16.22,18109,"Morgan County, Indiana",2015
Living Wage,$9.85,$21.49,$25.46,$31.06,$17.08,$20.76,$23.18,$25.59,$8.54,$11.94,$14.00,$16.06,18111,"Newton County, Indiana",2015
Living Wage,$9.36,$20.44,$24.41,$29.72,$16.06,$19.71,$22.12,$24.25,$8.03,$11.41,$13.47,$15.39,18113,"Noble County, Indiana",2015
Living Wage,$9.75,$21.26,$25.23,$31.44,$16.64,$20.53,$22.94,$25.97,$8.32,$11.82,$13.88,$16.25,18115,"Ohio County, Indiana",2015
Living Wage,$9.46,$20.44,$24.41,$30.20,$15.96,$19.71,$22.12,$24.73,$7.98,$11.41,$13.47,$15.63,18117,"Orange County, Indiana",2015
Living Wage,$10.01,$20.77,$24.74,$30.29,$16.39,$20.04,$22.45,$24.82,$8.19,$11.58,$13.63,$15.67,18119,"Owen County, Indiana",2015
Living Wage,$9.46,$20.44,$24.41,$30.19,$15.96,$19.71,$22.12,$24.72,$7.98,$11.41,$13.47,$15.62,18121,"Parke County, Indiana",2015
Living Wage,$9.46,$20.44,$24.41,$30.45,$16.02,$19.71,$22.12,$24.98,$8.01,$11.41,$13.47,$15.75,18123,"Perry County, Indiana",2015
Living Wage,$9.46,$20.44,$24.41,$30.67,$16.40,$19.71,$22.12,$25.20,$8.20,$11.41,$13.47,$15.87,18125,"Pike County, Indiana",2015
Living Wage,$9.85,$21.49,$25.46,$31.06,$17.08,$20.76,$23.18,$25.59,$8.54,$11.94,$14.00,$16.06,18127,"Porter County, Indiana",2015
Living Wage,$10.12,$20.95,$24.91,$30.48,$16.51,$20.22,$22.63,$25.01,$8.25,$11.66,$13.72,$15.77,18129,"Posey County, Indiana",2015
Living Wage,$9.22,$20.44,$24.41,$29.94,$15.98,$19.71,$22.12,$24.47,$7.99,$11.41,$13.47,$15.50,18131,"Pulaski County, Indiana",2015
Living Wage,$10.11,$20.44,$24.41,$30.67,$16.31,$19.71,$22.12,$25.20,$8.15,$11.41,$13.47,$15.87,18133,"Putnam County, Indiana",2015
Living Wage,$9.46,$20.44,$24.41,$30.33,$16.10,$19.71,$22.12,$24.86,$8.05,$11.41,$13.47,$15.69,18135,"Randolph County, Indiana",2015
Living Wage,$9.26,$20.51,$24.48,$29.81,$16.02,$19.78,$22.19,$24.34,$8.01,$11.44,$13.50,$15.43,18137,"Ripley County, Indiana",2015
Living Wage,$9.46,$20.44,$24.41,$29.88,$15.96,$19.71,$22.12,$24.41,$7.98,$11.41,$13.47,$15.47,18139,"Rush County, Indiana",2015
Living Wage,$9.56,$20.59,$24.55,$30.45,$16.07,$19.86,$22.27,$24.98,$8.04,$11.48,$13.54,$15.75,18143,"Scott County, Indiana",2015
Living Wage,$10.09,$21.41,$25.38,$31.38,$17.02,$20.68,$23.09,$25.91,$8.51,$11.89,$13.95,$16.22,18145,"Shelby County, Indiana",2015
Living Wage,$9.22,$20.44,$24.41,$29.72,$15.96,$19.71,$22.12,$24.25,$7.98,$11.41,$13.47,$15.39,18147,"Spencer County, Indiana",2015
Living Wage,$9.71,$20.52,$24.49,$30.05,$16.47,$19.79,$22.20,$24.58,$8.24,$11.45,$13.51,$15.56,18149,"Starke County, Indiana",2015
Living Wage,$9.68,$20.77,$24.74,$30.13,$16.22,$20.04,$22.45,$24.66,$8.11,$11.58,$13.63,$15.59,18151,"Steuben County, Indiana",2015
Living Wage,$10.14,$21.22,$25.19,$30.73,$16.75,$20.49,$22.90,$25.26,$8.38,$11.80,$13.86,$15.89,18141,"St. Joseph County, Indiana",2015
Living Wage,$10.12,$20.45,$24.41,$30.66,$16.41,$19.72,$22.13,$25.19,$8.20,$11.41,$13.47,$15.86,18153,"Sullivan County, Indiana",2015
Living Wage,$9.46,$20.44,$24.41,$30.67,$15.96,$19.71,$22.12,$25.20,$7.98,$11.41,$13.47,$15.87,18155,"Switzerland County, Indiana",2015
Living Wage,$10.20,$21.25,$25.22,$31.05,$16.84,$20.52,$22.93,$25.58,$8.42,$11.82,$13.88,$16.05,18157,"Tippecanoe County, Indiana",2015
Living Wage,$9.99,$20.84,$24.80,$30.64,$16.26,$20.11,$22.52,$25.17,$8.13,$11.61,$13.67,$15.85,18159,"Tipton County, Indiana",2015
Living Wage,$9.51,$20.51,$24.48,$30.78,$16.47,$19.78,$22.19,$25.31,$8.23,$11.44,$13.50,$15.92,18161,"Union County, Indiana",2015
Living Wage,$10.12,$20.95,$24.91,$30.48,$16.51,$20.22,$22.63,$25.01,$8.25,$11.66,$13.72,$15.77,18163,"Vanderburgh County, Indiana",2015
Living Wage,$9.36,$20.67,$24.63,$30.00,$16.13,$19.94,$22.35,$24.53,$8.07,$11.52,$13.58,$15.53,18165,"Vermillion County, Indiana",2015
Living Wage,$9.36,$20.67,$24.63,$30.00,$16.13,$19.94,$22.35,$24.53,$8.07,$11.52,$13.58,$15.53,18167,"Vigo County, Indiana",2015
Living Wage,$9.46,$20.44,$24.41,$29.72,$15.96,$19.71,$22.12,$24.25,$7.98,$11.41,$13.47,$15.39,18169,"Wabash County, Indiana",2015
Living Wage,$9.46,$20.44,$24.41,$30.20,$16.40,$19.71,$22.12,$24.73,$8.20,$11.41,$13.47,$15.63,18171,"Warren County, Indiana",2015
Living Wage,$10.12,$20.95,$24.91,$30.48,$16.51,$20.22,$22.63,$25.01,$8.25,$11.66,$13.72,$15.77,18173,"Warrick County, Indiana",2015
Living Wage,$9.61,$20.44,$24.41,$30.39,$16.27,$19.71,$22.12,$24.92,$8.14,$11.41,$13.47,$15.73,18175,"Washington County, Indiana",2015
Living Wage,$10.11,$20.75,$24.72,$30.44,$16.39,$20.02,$22.43,$24.97,$8.20,$11.57,$13.63,$15.75,18177,"Wayne County, Indiana",2015
Living Wage,$9.92,$20.73,$24.69,$30.26,$16.37,$20.00,$22.41,$24.79,$8.19,$11.55,$13.61,$15.66,18179,"Wells County, Indiana",2015
Living Wage,$9.46,$20.44,$24.41,$30.19,$16.40,$19.71,$22.12,$24.72,$8.20,$11.41,$13.47,$15.62,18181,"White County, Indiana",2015
Living Wage,$9.92,$20.73,$24.69,$30.26,$16.37,$20.00,$22.41,$24.79,$8.19,$11.55,$13.61,$15.66,18183,"Whitley County, Indiana",2015
Living Wage,$10.58,$21.50,$25.47,$31.76,$17.06,$20.77,$23.18,$26.29,$8.36,$11.94,$14.00,$16.41,14020,"Bloomington, IN",2015
Living Wage,$10.76,$21.74,$25.71,$31.72,$17.28,$21.01,$23.42,$26.25,$8.45,$12.06,$14.12,$16.39,18020,"Columbus, IN",2015
Living Wage,$9.80,$21.22,$25.19,$30.93,$16.68,$20.49,$22.90,$25.46,$7.97,$11.80,$13.86,$16.00,21140,"Elkhart-Goshen, IN",2015
Living Wage,$10.12,$20.95,$24.91,$30.48,$16.51,$20.22,$22.63,$25.01,$8.13,$11.66,$13.72,$15.77,21780,"Evansville, IN",2015
Living Wage,$9.92,$20.73,$24.69,$30.26,$16.37,$20.00,$22.41,$24.79,$8.03,$11.55,$13.61,$15.66,23060,"Fort Wayne, IN",2015
Living Wage,$10.05,$21.35,$25.32,$31.31,$16.95,$20.62,$23.03,$25.84,$8.10,$11.86,$13.92,$16.18,26900,"Indianapolis-Carmel-Anderson, IN",2015
Living Wage,$9.99,$20.84,$24.80,$30.64,$16.26,$20.11,$22.52,$25.17,$8.07,$11.61,$13.67,$15.85,29020,"Kokomo, IN",2015
Living Wage,$10.19,$21.17,$25.14,$30.99,$16.80,$20.44,$22.85,$25.52,$8.16,$11.78,$13.84,$16.02,29200,"Lafayette-West Lafayette, IN",2015
Living Wage,$9.74,$20.98,$24.95,$30.76,$16.37,$20.25,$22.66,$25.29,$7.94,$11.68,$13.74,$15.91,33140,"Michigan City-La Porte, IN",2015
Living Wage,$9.71,$20.54,$24.50,$30.13,$16.19,$19.81,$22.22,$24.66,$7.93,$11.46,$13.52,$15.59,34620,"Muncie, IN",2015
Living Wage,$10.14,$21.14,$25.11,$30.76,$16.68,$20.41,$22.82,$25.29,$8.14,$11.76,$13.82,$15.91,43780,"South Bend-Mishawaka, IN",2015
Living Wage,$9.45,$20.64,$24.61,$30.08,$16.17,$19.91,$22.32,$24.61,$7.79,$11.51,$13.57,$15.57,45460,"Terre Haute, IN",2015
Living Wage,$9.78,$21.40,$26.11,$32.90,$16.55,$20.24,$22.72,$25.53,$8.27,$11.92,$14.37,$17.00,19,Iowa,2015
Living Wage,$9.47,$20.82,$25.53,$32.26,$15.92,$19.66,$22.14,$24.89,$7.96,$11.63,$14.08,$16.68,19001,"Adair County, Iowa",2015
Living Wage,$9.38,$20.69,$25.41,$31.52,$15.82,$19.54,$22.02,$24.15,$7.91,$11.57,$14.02,$16.31,19003,"Adams County, Iowa",2015
Living Wage,$9.38,$20.69,$25.41,$32.40,$16.23,$19.54,$22.02,$25.03,$8.11,$11.57,$14.02,$16.75,19005,"Allamakee County, Iowa",2015
Living Wage,$9.60,$20.69,$25.41,$31.60,$15.82,$19.54,$22.02,$24.23,$7.91,$11.57,$14.02,$16.35,19007,"Appanoose County, Iowa",2015
Living Wage,$9.38,$20.69,$25.41,$31.52,$16.09,$19.54,$22.02,$24.15,$8.04,$11.57,$14.02,$16.31,19009,"Audubon County, Iowa",2015
Living Wage,$9.73,$20.91,$25.63,$32.00,$16.27,$19.75,$22.23,$24.63,$8.14,$11.68,$14.13,$16.55,19011,"Benton County, Iowa",2015
Living Wage,$9.78,$21.22,$25.94,$32.53,$16.47,$20.06,$22.55,$25.17,$8.23,$11.83,$14.28,$16.82,19013,"Black Hawk County, Iowa",2015
Living Wage,$9.21,$20.95,$25.66,$32.10,$16.01,$19.79,$22.27,$24.74,$8.01,$11.70,$14.15,$16.60,19015,"Boone County, Iowa",2015
Living Wage,$9.46,$20.76,$25.48,$32.07,$15.88,$19.60,$22.08,$24.70,$7.94,$11.60,$14.05,$16.58,19017,"Bremer County, Iowa",2015
Living Wage,$9.65,$20.69,$25.41,$31.70,$15.88,$19.54,$22.02,$24.34,$7.94,$11.57,$14.02,$16.40,19019,"Buchanan County, Iowa",2015
Living Wage,$9.41,$20.74,$25.46,$31.62,$16.05,$19.58,$22.06,$24.25,$8.02,$11.59,$14.04,$16.36,19021,"Buena Vista County, Iowa",2015
