Cuisine,Price,Michelin_star_review,Michelin_star,Address,Standard,Review,Retaurant_name,location
Gastropub,"$25,$49",none,Simple standard.,"1504 Lexington Ave., New York 10029",none,"
			This Americana gastropub's sophisticated cooking and no-nonsense mien are a perfect fit for its location straddling Carnegie Hill and East Harlem. Residents flock to the welcoming surrounds outfitted with tufted honey-tan leather banquettes and an open kitchen. Craft beers and small-producer wines comprise the beverage selection at ABV (alcohol by volume) and the menu is an impressively prepared lineup of seasonally skewed creations. Expect autumnal butternut squash cannelloni boasting local ricotta and pumpkin seed-marjoram pesto, or lip-smacking buttermilk-brined fried chicken with kimchi-cabbage slaw and crumbly cornbread topped with a melting pat of butter. A summertime offering of Frog Hollow peach sorbet headlines the short but sweet dessert choices.
				","
	ABV
","s"":{""model"":""last_visi"
Italian,"$25,$49",none,Good standard.,"1410 Madison Ave., New York 10029",none,"
			East Harlem's favorite neighborhood trattoria has triumphantly returned following a move next door. Thanks to proprietors Louis and Lauren Cangiano, the popular surrounds-complete with cheery red walls, exposed brick, and penny-tile floors-are as cozy and welcoming as ever. Tre Otto's mouthwatering menu boasts home-style dishes made from recipes gathered over time. Antipasti include a luscious salad of shaved fennel and orange segments crowned by tender grilled octopus drizzled with zesty salmoriglio sauce. Freshly made trenette pasta is twirled with pesto Trapanese, a divinely rich combination of tomatoes, almonds, garlic, and basil; while the flavors of pizza, topped with red onions, capers, and tuna, call Sicily's sparkling coastline to mind.
				","
	Tre Otto
",""":{""model"":""last_visit"
Middle Eastern,"$25,$49",‘Bibs’ are awarded for simple yet skilful cooking for under £28 or €40.,"Bib Gourmand: good quality, good value cooking: ≤ £28 / 40 € (IRE)","7523 Third Ave., Brooklyn 11209",Good standard.,"
			One of the city's finest Middle Eastern experiences is tucked into an unassuming Bay Ridge corner and run by Chef/owner Rawia Bishara and her daughter. Meals graciously commence with pickled vegetables and za'atar-dusted flatbread and are followed by a tableful of unique plates brimming with flavors and colors. Turkish salad is actually a bright red tomato spread shot with harissa and dressed with bits of diced cucumber and a drizzle of excellent olive oil. Appetizers are numerous, but try to fit in the chicken fetti: an entrée of basmati rice pilaf studded with toasted, broken vermicelli and topped with spicy bits of chicken, slivered toasted almonds, a generous drizzle of yogurt-tahini sauce, and chopped parsley for a fresh, final note.
				","
	Tanoreen
","{""model"":""locationsAro"
Chinese,"$13,$24",‘Bibs’ are awarded for simple yet skilful cooking for under £28 or €40.,"Bib Gourmand: good quality, good value cooking: ≤ £28 / 40 € (IRE)","83-29 Broadway, Elmhurst 11373",Simple standard.,"
			Gifted cooks have been setting up in Elmhurst to show off their skills, but the chef/visionary of this modestly decked, massively popular Henanese gem has been a fixture from the start. Seat yourself inside the butterscotch-hued room, surrender to the affable staff, and await a memorable feast. Opening this culinary show are pickled cucumbers and briny bamboo shoots with mushrooms, followed by pan-seared lamb dumplings or hugely fortifying ""Dial oil"" noodles sautéed with dried red chilies. For the consummate finale, pre-order ""Taosibao,"" an impressive showpiece of rice-stuffed quail inside a squab, inside a chicken, inside a duck. Not only is this trumped-up version of turducken technically superb, but every element is flavored by an aromatic broth.
				","
	Uncle Zhou
","""model"":""pois/restaura"
Italian,"$25,$49",none,Simple standard.,"21-02 30th Ave., Astoria 11102",none,"
			Ever-changing daily specials and a respectable wine list-celebrated with a weekday happy hour-have fostered the favorable reputation of Astoria's favorite trattoria. Local foodies fill the wee room, a moderately dressed space with sage-green banquettes and a wall-mounted blackboard displaying the names of farms and producers sourced for the menu's array of contemporary Italian food. To that end, tender meatballs are braised in a serrano chili-sparked tomato sauce; and free-range chicken Milanese is plated with a swipe of roasted lemon purée. For dessert, la torta del piccolo bambino Gesu Cristo reveals a block of excellent sticky toffee pudding cake that arrives warm, caramel-soaked, and capped with a refreshing scoop of crème fraîche sorbet.
				","
	Vesta Trattoria
","s"":{""model"":""last_visi"
Italian,"$25,$49",none,Good standard.,"665 Amsterdam Ave., New York 10025",none,"
			Despite its age, Gennaro hasn't lost its good looks or popularity-it still packs in hungry locals nightly, who aren't deterred by its borderline gritty surrounds or no-reservations policy. Come early or risk waiting, which isn't so bad considering their bar, whose by-the-glass offerings are vast and very appealing with both familiar and unusual Italian choices. The menu can be overwhelming considering its long list of pastas and daily specials, so trust your gut and you can't go wrong. Start with the polenta, served almost quattro stagione-style, with gorgonzola, prosciutto, and sliced portobellos; before twirling your taste buds around chewy bucatini showered with pecorino and pepper. The tiramisu is a light, creamy, and fluffy slam dunk.
				","
	Gennaro
","s"":{""model"":""last_visi"
Filipino,"$13,$24",none,Simple standard.,"58-28 Roosevelt Ave., Woodside 11377",none,"
			This may be the place for your local Filipino gossip. An all-day hangout, the bakery-restaurant is all ease and conviviality. A display case stocked with traditional sweets-maybe a soft cassava cake-is alone worth the visit. So, come as you are and settle into the well-maintained dining room for a more thorough introduction to this island nation's cuisine. Discerning just what's in each dish can prove challenging, but find straightforward pleasure in all-day breakfast treats like eggs with longganisa or sarsiadong bangus-fried milkfish steaks simmered in a subtle yet flavorful fish sauce and topped with scrambled eggs. Chicharon bulaklak and accompanying house-made suka (coconut-sugarcane vinegar steeped with bird chilies) lends quite the kick to fried chicken skin.
				","
	Engeline's
","ctions"":{""model"":""pois"
American,"$25,$49",‘Bibs’ are awarded for simple yet skilful cooking for under £28 or €40.,"Bib Gourmand: good quality, good value cooking: ≤ £28 / 40 € (IRE)","381 Van Duzer St., Staten Island 10304",Simple standard.,"
			All the locals love Vida, where popular Chef/owner Silva Popaz has created a cozy little restaurant with a firm commitment to simple, but well-executed, dishes. Inside the café-like atmosphere, you'll find unique artwork lining brightly painted walls, and a smattering of tables surrounding a long communal wood table in the center. The charming Popaz travels quite often, and the flavors she picks up along her journeys tend to make their way back into her menu at Vida. The ""Mexican Duo""-her most popular dish-features pulled pork- and chicken-stuffed tortillas, topped with a vibrant Chimayo chile and tangy cheese sauce, and paired with tender stewed beans sporting bright green onion; while a delicate bread pudding arrives puddled in creamy vanilla ice cream.
				","
	Vida
","estaurant"",""id"":""40.62"
Fusion,"$25,$49",‘Bibs’ are awarded for simple yet skilful cooking for under £28 or €40.,"Bib Gourmand: good quality, good value cooking: ≤ £28 / 40 € (IRE)","2149 Frederick Douglass Blvd., New York 10027",Simple standard.,"
			Chef Marcus Samuelsson's latest Harlem hot spot is a funky corner devoted to slow-roasted chicken and old-school street-style. Wade through the boisterous, rum punch-fueled crowd and enter this party to find splashes of custom graffiti, eye-popping murals, and lighting fixtures made from cassette tapes, drum sets, and bicycle tires. Despite all this sensory overload, it is impossible not to notice the plump, auburn birds spinning in the glass-fronted oven. Tender, juicy, and exceptionally flavorful, they steal the show and are supported by the chef's signature mash-up of global flavors: green papaya salad, jasmine fried rice, and cornbread. Not feeling the poultry? Opt for the spicy piri-piri catfish with crispy shallots and avocado.
				","
	Streetbird Rotisserie
","s"":{""model"":""last_visi"
Thai,"$25,$49",none,Simple standard.,"82-80 Broadway, Elmhurst 11373",none,"
			Despite its less-than-impressive strip mall surroundings, this Thai kitchen-a haven of soft pink walls and cordial servers-is nothing short of wonderful. Bypass the small selection of snacks available for purchase, and instead settle in to a table to peruse the menu and prepare for the aromatic and savory feast ahead. Begin with the som tum Lao-style, a traditional green papaya salad made less so with the stimulating addition of salty anchovies. Then crispy pork may top the pick-your-protein options for noodles and entrées. Additionally, those deep-fried bits of pork belly are a treat when thrown into creamy red chili- and coconut-based chu chee curry. And as an ideal accompaniment to any of the curries, look no further than the salted fish fried rice.
				","
	Nusara
","""model"":""pois/restaura"
