gross,date_c,name,rate,budget,Director,length,actors,open_week,year,genre
,2000-04-25,The Unknown Peter Sellers,7.6 based on 131 user ratings,,David Leaf,PT52M,"Fred Applegate,David Frost,Richard Lester",,2000,"Documentary,Biography"
,,The Doors Collection,8.3 based on 280 user ratings,,Ray Manzarek,PT172M,"John Densmore,Robby Krieger,Ray Manzarek",,1999,"Documentary,Biography,Music"
,,Louise Brooks: Looking for Lulu,7.8 based on 235 user ratings,,Hugh Munro Neely,PT60M,"Louise Brooks,Shirley MacLaine,Dana Delany",,1998,"Documentary,Biography"
,1990,Life of Python,7.7 based on 183 user ratings,,Mark Redhead,PT57M,"Dan Aykroyd,Dudley Moore,Steve Martin",,1990,"Documentary,Biography,Comedy"
,2004-09-25,Alter Egos,7.6 based on 133 user ratings,"        CAD 300,000        

      ",Laurence Green,PT52M,"Felicity Fanjoy,Chris Landreth,Ryan Larkin",,2004,"Documentary,Biography"
,1985-05-03,George Stevens: A Filmmaker's Journey,7.7 based on 261 user ratings,,George Stevens Jr.,PT110M,"Fred Astaire,Warren Beatty,Pandro S. Berman",,1984,"Documentary,Biography"
"        $38,306        

      ","UNRATED,2006-03-12",The Life of Reilly,8.2 based on 288 user ratings,,Frank L. Anderson,PT84M,Charles Nelson Reilly,"         $2,798        

      (USA)
      ",2006,"Documentary,Biography,Comedy"
,2003-02-03,The John Garfield Story,7.6 based on 173 user ratings,,David Heeley,PT58M,"Julie Garfield,Ellen Adler,Joseph Bernard",,2003,"Documentary,Biography"
,2009-02-27,Obscene,7.0 based on 190 user ratings,,Daniel O'Connor,PT97M,"Amiri Baraka,Lenny Bruce,William S. Burroughs",,2007,"Documentary,Biography"
,2012-07-13,A Matter of Taste: Serving Up Paul Liebrandt,7.1 based on 384 user ratings,,Sally Rowe,PT68M,"Heston Blumenthal,Daniel Boulud,Frank Bruni",,2011,"Documentary,Biography"
,1997-06-18,My Way Home,7.6 based on 514 user ratings,,Bill Douglas,PT71M,"Stephen Archibald,Paul Kermack,Jessie Combe",,1978,"Biography,Drama"
,2001-06-18,A Huey P. Newton Story,7.1 based on 580 user ratings,,Spike Lee,PT86M,"Roger Guenveur Smith,Georgina Ransley,Marlon Brando",,2001,"Documentary,Biography"
"        $1,577,480        

      ",1988-07-31,Vincent,7.3 based on 316 user ratings,,Paul Cox,PT105M,"John Hurt,Marika Rivera,Gabriella Trsek",,1987,"Animation,Biography,Drama"
"        $166,770        

      ",2010-09-10,Genius Within: The Inner Life of Glenn Gould,7.4 based on 324 user ratings,,Michèle Hozer,PT106M,"Cornelia Foss,Glenn Gould","         $17,034        

      (USA)
      ",2009,"Documentary,Biography,Music"
,2007-10-19,Black White + Gray: A Portrait of Sam Wagstaff and Robert Mapplethorpe,7.1 based on 200 user ratings,,James Crump,PT77M,"Pierre Apraxine,Dick Cavett,Dominick Dunne",,2007,"Documentary,Biography,Romance"
"        $1,718,328        

      ",1993-12-03,Blue,"7.2 based on 1,362 user ratings","        £90,000        

      ",Derek Jarman,PT79M,"Derek Jarman,Tilda Swinton,John Quentin",,1993,"Biography,Drama"
"        $71,471        

      ","R,2007-10-06",Air Guitar Nation,"7.2 based on 1,235 user ratings",,Alexandra Lipsitz,PT81M,"Dan Crane,David S. Jung,Hadia Ackerman","         $7,035        

      (USA)
      ",2006,"Documentary,Biography,Music"
,2011-01,The Redemption of General Butt Naked,7.5 based on 220 user ratings,,Daniele Anastasion,PT85M,"Joshua Milton Blahyi Jr.,Janice Blahyi,Joshua Blahyi",,2011,"Documentary,Biography,Drama"
,"NOT RATED,2011",With Great Power: The Stan Lee Story,7.1 based on 724 user ratings,,Terry Dougas,PT80M,"Avi Arad,Sean Astin,Dick Ayers",,2010,"Documentary,Biography"
,1996-05-01,The Haunted World of Edward D. Wood Jr.,7.3 based on 391 user ratings,,Brett Thompson,PT89M,"Maila Nurmi,Dolores Fuller,Paul Marco",,1995,"Documentary,Biography"
,2004-06-11,Cazuza: Time Doesn't Stop,"7.0 based on 2,402 user ratings",,Walter Carvalho,PT98M,"Daniel de Oliveira,Marieta Severo,Reginaldo Faria","         $1,371,736        

      (Brazil)
      ",2004,"Biography,Music,Romance"
,2009-06-24,Without Bias,7.2 based on 257 user ratings,,Kirk Fraser,PT96M,"Marion Barry Jr.,Jeff Baxter,Eric Bias",,2009,Biography
,"PG,1981-04-10",This Is Elvis,7.5 based on 874 user ratings,"        $5,000,000        

      ",Malcolm Leo,PT110M,"Elvis Presley,David Scott,Paul Boensch III",,1981,"Biography,Music"
"        $257,315        

      ","R,2004-03-26",Mayor of the Sunset Strip,"7.1 based on 1,317 user ratings",,George Hickenlooper,PT94M,"Rodney Bingenheimer,David Bowie,Joey Ramone","         $21,722        

      (USA)
      ",2003,"Documentary,Biography,Music"
"        $9,949        

      ","PG,2012-01-20",Carol Channing: Larger Than Life,7.5 based on 216 user ratings,,Dori Berinstein,PT87M,"Carol Channing,Loni Anderson,Mary Jo Catlett","         $5,000        

      (USA)
      ",2012,"Documentary,Biography,Comedy"
,1999-02-12,Party Monster,"7.2 based on 1,250 user ratings",,Fenton Bailey,PT57M,"Michael Alig,Gitsie,James St. James",,1998,"Documentary,Biography"
"        $100,293        

      ",2001-03-14,Downtown 81,7.2 based on 844 user ratings,,Edo Bertoglio,PT72M,"Jean Michel Basquiat,John Lurie,Ted Bafaloukos","         $11,436        

      (USA)
      ",1981,"Biography,Comedy,Drama"
"        $108,282        

      ","PG,2008-08-15",Jimmy Carter Man from Plains,7.0 based on 762 user ratings,,Jonathan Demme,PT125M,"Jimmy Carter,Rosalynn Carter,Lillian Carter","         $10,413        

      (USA)
      ",2007,"Documentary,Biography,History"
"        $106,080        

      ","R,2003-04-02",Fellini: I'm a Born Liar,7.2 based on 712 user ratings,,Damian Pettigrew,PT105M,"Roberto Benigni,Luigi 'Titta' Benzi,Italo Calvino","         $8,981        

      (USA)
      ",2002,"Documentary,Biography"
,UNRATED,Clara Bow: Discovering the It Girl,7.4 based on 181 user ratings,,Hugh Munro Neely,PT57M,"Courtney Love,David Stenn,Budd Schulberg",,1999,"Documentary,Biography"
"        $1,025,234        

      ","PG-13,2000-01-25",The Eyes of Tammy Faye,"7.2 based on 1,364 user ratings",,Fenton Bailey,PT79M,"RuPaul,Tammy Faye Bakker,Virginia Fairchild","         $14,070        

      (USA)
      ",2000,"Documentary,Biography"
"        $14,769        

      ",2005-04-21,Through the Fire,7.3 based on 633 user ratings,,Alistair Christopher,PT103M,"Sebastian Telfair,Rick Pitino,Asher Beard","         $14,769        

      (USA)
      ",2005,"Documentary,Biography,Sport"
"        $267,045        

      ","PG,2008-11-19",Harvard Beats Yale 29-29,7.2 based on 559 user ratings,,Kevin Rafferty,PT105M,"Don Gillis,Bruce Freeman,Ted Skowronski","         $13,822        

      (USA)
      ",2008,"Documentary,Biography,Sport"
"        $147,591        

      ","NOT RATED,2012-08-03",Eames: The Architect & The Painter,7.1 based on 768 user ratings,,Jason Cohn,PT85M,"Charles Eames,Ray Eames,James Franco","         $18,335        

      (USA)
      ",2011,"Documentary,Biography"
,2012-03-22,Anton Corbijn Inside Out,7.1 based on 492 user ratings,,Klaartje Quirijns,PT85M,"Anton Corbijn,Bono,Martin Gore",,2012,"Documentary,Biography"
,1993-05-12,Time Indefinite,7.6 based on 289 user ratings,,Ross McElwee,PT114M,"Steve Ascher,Michael Blumenthal,Robert Gardner",,1993,Biography
,2007-04-27,Scott Walker: 30 Century Man,"7.3 based on 1,062 user ratings","        $500,000        

      ",Stephen Kijak,PT95M,"Damon Albarn,Dot Allison,Marc Almond",,2006,"Documentary,Biography,Music"
,2008-06,Where I Stand: The Hank Greenspun Story,8.7 based on 116 user ratings,"        $950,000        

      ",Scott Goldstein,PT98M,"Anthony Hopkins,John Ehrlichman,Barbara Greenspun",,2008,"Documentary,Biography,Crime"
,1998-09-02,Jinnah,"8.1 based on 2,096 user ratings","        $6,000,000        

      ",Jamil Dehlavi,PT110M,"Christopher Lee,James Fox,Maria Aitken",,1998,"Biography,Drama,War"
,1995-09-08,Jupiter's Wife,7.2 based on 215 user ratings,,Michel Negroponte,PT87M,"Maggie Cogan,Katina Pendleton",,1995,"Documentary,Biography,Mystery"
,2011,Mama Africa,7.0 based on 221 user ratings,"        €650,000        

      ",Mika Kaurismäki,PT90M,"Miriam Makeba,Bageot Bah,Harry Belafonte",,2011,"Documentary,Biography,Music"
"        $179,507        

      ",2008-04-18,Constantine's Sword,7.1 based on 773 user ratings,,Oren Jacoby,PT93M,"Liev Schreiber,Philip Bosco,Natasha Richardson","         $10,131        

      (USA)
      ",2007,"Documentary,Biography"
,2003-09-09,Rita,7.5 based on 134 user ratings,,Elaina Archer,PT59M,"Kim Basinger,Robert Board,Eduardo Cansino",,2003,"Documentary,Biography"
,2012-02-24,Big Boys Gone Bananas!*,7.6 based on 829 user ratings,,Fredrik Gertten,PT90M,"Fredrik Gertten,Alex Rivera,Alfonso Allende",,2011,"Documentary,Biography,Drama"
,"NOT RATED,2008-06-07",Wrangler: Anatomy of an Icon,5.9 based on 392 user ratings,,Jeffrey Schwarz,PT85M,"Jack Wrangler,Margaret Whiting,Robert Alvarez",,2008,"Documentary,Biography,Romance"
"        $2,927,972        

      ","R,2010-07-02",Joan Rivers: A Piece of Work,"7.4 based on 3,290 user ratings",,Ricki Stern,PT84M,"Joan Rivers,Melissa Rivers,Kathy Griffin","         $164,351        

      (USA)
      ",2010,"Documentary,Biography,Comedy"
,1997-10-14,Pretty as a Picture: The Art of David Lynch,7.3 based on 635 user ratings,,Toby Keeler,PT85M,"Patricia Arquette,Angelo Badalamenti,Robert Blake",,1997,"Documentary,Biography"
,"R,1973-01",Manson,7.4 based on 639 user ratings,,Robert Hendrickson,PT83M,"Mary Brunner,Vincent Bugliosi,Bruce Davis",,1973,"Documentary,Biography,Crime"
"        $74,216        

      ",2005-03-24,The Nomi Song,7.4 based on 908 user ratings,,Andrew Horn,PT98M,"Klaus Nomi,Ann Magnuson,David Bowie","         $14,510        

      (USA)
      ",2004,"Documentary,Biography,Music"
,2011-12-14,Steve Jobs: Billion Dollar Hippy,6.8 based on 681 user ratings,,Laura Craig Gray,PT50M,"Evan Davis,Steve Jobs,Daniel Kottke",,2011,"Documentary,Biography"
"        $161,179        

      ","PG,1993-05-28",The Long Day Closes,"7.5 based on 1,902 user ratings",,Terence Davies,PT85M,"Leigh McCormack,Marjorie Yates,Anthony Watson","         $6,700        

      (USA)
      ",1992,"Biography,Drama"
,"TV-G,2001-09-16",The Wonderful World of Disney,8.0 based on 354 user ratings,,Jean-Pierre Isbouts,PT87M,"Dick Van Dyke,John H. Mayer,Marian Galanis",,"Episode aired 16 September 2001
","Animation,Action,Adventure"
,2004-05-07,A Skin Too Few: The Days of Nick Drake,7.6 based on 559 user ratings,,Jeroen Berkvens,PT48M,"Nick Drake,Paul Weller,Gabrielle Drake",,2002,"Documentary,Biography"
"        $20,018        

      ","NOT RATED,2008-04-18",Glass: A Portrait of Philip in Twelve Parts,7.4 based on 625 user ratings,,Scott Hicks,PT119M,"Philip Glass,Holly Critchlow,Chuck Close","         $5,546        

      (USA)
      ",2007,"Documentary,Biography,Music"
,"NOT RATED,1993",Hated: GG Allin & the Murder Junkies,"7.3 based on 2,243 user ratings",,Todd Phillips,PT52M,"GG Allin,Merle Allin,Shireen Kadivar",,1993,"Documentary,Biography,Music"
,2001-01-16,Bruce Springsteen: The Complete Video Anthology 1978-2000,7.5 based on 235 user ratings,,Meiert Avis,PT165M,"Bruce Springsteen,Roy Bittan,Clarence Clemons",,2001,"Documentary,Biography,Music"
"        $202,481        

      ","PG-13,2005-08-17",The Untold Story of Emmett Louis Till,7.6 based on 333 user ratings,,Keith Beauchamp,PT70M,"Mamie Till,Wheeler Parker,Simeon Wright","         $13,165        

      (USA)
      ",2005,"Documentary,Biography"
,2006-06-22,Hubert Selby Jr: It/ll Be Better Tomorrow,7.5 based on 270 user ratings,"        $19,000        

      ",Michael W. Dean,PT79M,"Hubert Selby Jr.,Susan Anton,Darren Aronofsky",,2005,"Documentary,Biography"
,2011-01-23,Reagan,7.4 based on 705 user ratings,,Eugene Jarecki,PT105M,"Bud Abbott,Walter Abel,Spiro Agnew",,2011,"Documentary,Biography"
,2002-05-31,Jeff Buckley: Everybody Here Wants You,7.8 based on 140 user ratings,,Serena Cross,PT60M,"Nusrat Fateh Ali Khan,Larry Beckett,Steve Berkowitz",,2002,"Documentary,Biography,Music"
,2005-10-04,Shadows in the Dark: The Val Lewton Legacy,7.4 based on 206 user ratings,,Constantine Nasr,PT53M,"James Cromwell,William Friedkin,Steve Jones",,2005,"Documentary,Biography"
"        $25,347        

      ",2007-07-12,Henri Cartier-Bresson: The Impassioned Eye,7.3 based on 258 user ratings,,Heinz Bütler,PT72M,"Henri Cartier-Bresson,Alexander Brooks,Robert Delpire","         $9,134        

      (USA)
      ",2003,"Documentary,Biography"
,1988-02-04,Sherman's March,"7.5 based on 1,950 user ratings",,Ross McElwee,PT157M,"Ross McElwee,Dede McElwee,Ross McElwee Jr.",,1985,"Documentary,Biography,Comedy"
"        $2,279,692        

      ","G,1992-10-16",A Brief History of Time,"7.4 based on 4,082 user ratings",,Errol Morris,PT80M,"Stephen Hawking,Isobel Hawking,Janet Humphrey",,1991,"Documentary,Biography"
"        $1,703,901        

      ","PG,2000-07-21",The Life and Times of Hank Greenberg,7.6 based on 721 user ratings,,Aviva Kempner,PT90M,"Reeve Brenner,Hank Greenberg,Walter Matthau","         $14,371        

      (USA)
      ",1998,"Documentary,Biography,Sport"
,1995-11,Wild Bill: Hollywood Maverick,7.5 based on 171 user ratings,,Todd Robinson,PT95M,"Alec Baldwin,James Cagney,Mike Connors",,1995,"Documentary,Biography"
,2007-12-01,You Can Heal Your Life,8.1 based on 244 user ratings,"        $600,000        

      ",Michael A. Goorjian,PT87M,"Elon Bomani,Gregg Braden,Wayne Dyer",,2007,"Documentary,Biography"
,NOT RATED,A Constant Forge,7.5 based on 337 user ratings,,Charles Kiselyak,PT200M,"Seymour Cassel,Carol Kane,Jon Voight",,2000,"Documentary,Biography,Romance"
"        $7,850,210        

      ","PG-13,2008-06-27",Trumbo,7.5 based on 869 user ratings,,Peter Askin,PT96M,"Dalton Trumbo,Joan Allen,Brian Dennehy","         $28,125        

      (USA)
      ",2007,"Documentary,Biography"
,1992-05-28,Time Will Tell,7.9 based on 145 user ratings,,Declan Lowney,PT90M,Bob Marley,,1992,"Documentary,Biography,Music"
"        $495,318        

      ","PG-13,2000-01-14","Mr. Death: The Rise and Fall of Fred A. Leuchter, Jr.","7.5 based on 4,868 user ratings",,Errol Morris,PT91M,"Fred A. Leuchter Jr.,Robert Jan Van Pelt,David Irving","         $24,125        

      (USA)
      ",1999,"Documentary,Biography"
"        $194,721        

      ","NOT RATED,2010-11-13",Herb & Dorothy,7.6 based on 733 user ratings,,Megumi Sasaki,PT87M,"Paula Antebi,Will Barnet,Robert Barry","         $9,242        

      (USA)
      ",2008,"Documentary,Biography"
"        $100,009        

      ","UNRATED,2010-11",Bhutto,7.8 based on 573 user ratings,,Duane Baughman,PT111M,"Aseefa Bhutto Zardari,Bakhtawar Bhutto Zardari,Bilawal Bhutto Zardari","         $8,275        

      (USA)
      ",2010,"Documentary,Biography"
"        $719,323        

      ","PG,1987-10-09",Chuck Berry Hail! Hail! Rock 'n' Roll,"7.8 based on 1,042 user ratings",,Taylor Hackford,PT120M,"Chuck Berry,Keith Richards,Eric Clapton",,1987,"Documentary,Biography,Music"
,1996-03-01,From the Journals of Jean Seberg,7.1 based on 212 user ratings,,Mark Rappaport,PT97M,"Mary Beth Hurt,Jean Seberg",,1995,"Documentary,Biography"
"        $1,207,325        

      ","R,2006-12-01",Shut Up & Sing,"7.7 based on 4,534 user ratings",,Barbara Kopple,PT93M,"Natalie Maines,Emily Robison,Martie Maguire","         $50,103        

      (USA)
      ",2006,"Documentary,Biography,Music"
,"NOT RATED,1976-08-30",General Idi Amin Dada,"7.6 based on 1,264 user ratings",,Barbet Schroeder,PT90M,"Idi Amin,Fidel Castro,Golda Meir",,1974,"Documentary,Biography,War"
,"PG,1983-03-18",The Grey Fox,"7.6 based on 1,356 user ratings","        CAD 4,500,000        

      ",Phillip Borsos,PT110M,"Richard Farnsworth,Jackie Burroughs,Ken Pogue",,1982,"Biography,Drama,Romance"
,2005-08-21,The Mindscape of Alan Moore,7.6 based on 815 user ratings,,Dez Vylenz,PT80M,"Glenn Doherty,Florian Fischer,Alan Moore",,2005,"Documentary,Biography"
,2010-01-27,Still Bill,7.8 based on 506 user ratings,,Damani Baker,PT78M,"Bill Withers,Clarence Avant,Benorce Blackmon",,2009,"Documentary,Biography,Music"
,"R,1974-10-18",Janis,7.8 based on 604 user ratings,,Howard Alk,PT96M,"Janis Joplin,Peter Albin,Sam Andrew",,1974,"Documentary,Biography,Music"
,2009-10-20,Spine Tingler! The William Castle Story,7.0 based on 447 user ratings,,Jeffrey Schwarz,PT82M,"Forrest J. Ackerman,John Badham,Diane Baker",,2007,"Documentary,Biography"
,,Michael Jordan: His Airness,7.9 based on 464 user ratings,,Larry Weitzman,PT55M,"Michael Jordan,Charles Barkley,Larry Bird",,1999,"Documentary,Biography,Sport"
,1989,U.F.O. Abduction,6.4 based on 369 user ratings,"        $6,500        

      ",Dean Alioto,PT66M,"Tommy Giavocchini,Patrick Kelley,Shirly McCalla",,1989,"Horror,Sci-Fi"
,2002-03-15,In the Mirror of Maya Deren,7.4 based on 285 user ratings,,Martina Kudlácek,PT103M,"Miriam Arsham,Stan Brakhage,Chao Li Chi",,2001,"Documentary,Biography"
,2011-11-18,Dzi Croquettes,8.0 based on 274 user ratings,,Raphael Alvarez,PT110M,"Josephine Baker,Ciro Barcelos,Norma Bengell",,2009,"Documentary,Biography,Drama"
"        $852,676        

      ","UNRATED,1984-03-02",Marlene,7.7 based on 611 user ratings,,Maximilian Schell,PT94M,"Marlene Dietrich,Maximilian Schell,Annie Albers",,1984,"Documentary,Biography"
"        $518,918        

      ","PG-13,1990-10-31","Thelonious Monk: Straight, No Chaser",7.7 based on 780 user ratings,,Charlotte Zwerin,PT90M,"Thelonious Monk,John Coltrane,Jimmy Cleveland",,1988,"Documentary,Biography,Music"
,2005-09-06,Garbo,8.3 based on 227 user ratings,,Christopher Bird,PT85M,"Julie Christie,Greta Garbo,Charles Busch",,2005,"Documentary,Biography"
,"TV-PG,2004-09",Ryan,"7.7 based on 2,407 user ratings",,Chris Landreth,PT14M,"Ryan Larkin,Chris Landreth,Felicity Fanjoy",,2004,"Documentary,Animation,Short"
,2008-07-27,Rock n Roll Nerd,7.9 based on 282 user ratings,,Rhian Skirving,PT89M,Tim Minchin,,2008,"Documentary,Biography,Comedy"
,"UNRATED,1998-11-08","Hey, Mr. Producer! The Musical World of Cameron Mackintosh",8.6 based on 334 user ratings,,Gavin Taylor,PT164M,"Julie Andrews,Russ Abbot,Michael Ball",,1998,"Documentary,Biography,Music"
,,Without Lying Down: Frances Marion and the Power of Women in Hollywood,7.7 based on 192 user ratings,,Bridget Terry,PT56M,"Uma Thurman,Kathy Bates,Mary Lea Bandy",,2000,"Documentary,Biography"
,1985-09-28,Huey Long,7.6 based on 323 user ratings,,Ken Burns,PT88M,"Huey Long,Russell Long,David McCullough",,1985,"Documentary,Biography"
,2002-01-14,Mark Twain,8.4 based on 574 user ratings,,Ken Burns,PT212M,"Keith David,Kevin Conway,Philip Bosco",,2001,"Documentary,Biography"
,2008-07-15,Stanley Kubrick's Boxes,7.6 based on 953 user ratings,,Jon Ronson,PT48M,"Jon Ronson,Anthony Frewin,Jan Harlan",,2008,"Documentary,Biography"
,2011-04-23,Prisoner of Paradise,7.7 based on 319 user ratings,,Malcolm Clarke,PT96M,"Ian Holm,Robert Lantz,Eleonore Hertzberg",,2002,"Documentary,Biography"
,2008-07-26,Brando,8.4 based on 544 user ratings,,Mimi Freedman,PT165M,"Marlon Brando,Edward R. Murrow,Janet Aemisegger",,2007,"Documentary,Biography"
"        $117,481        

      ",2001-08-02,Fidel,7.5 based on 498 user ratings,,Estela Bravo,PT91M,"Fidel Castro,Muhammad Ali,Harry Belafonte","         $19,320        

      (USA)
      ",2001,"Documentary,Biography"
,2010-01,This Way of Life,8.1 based on 413 user ratings,,Thomas Burstyn,PT84M,"Peter Karena,Colleen Karena,Llewelyn Ottley-Karena",,2009,"Documentary,Action,Adventure"
,2000-12-08,"Freddie Mercury, the Untold Story",8.1 based on 382 user ratings,,Rudi Dolezal,PT59M,"Freddie Mercury,Jer Bulsara,Kashmira Cooke",,2000,"Documentary,Biography,Music"
"        $1,310,200        

      ","PG,1995-06-08",Anne Frank Remembered,8.1 based on 834 user ratings,,Jon Blair,PT122M,"Kenneth Branagh,Glenn Close,Janny Brandes-Brilslijper",,1995,"Documentary,Biography,War"
,2011-10-14,Vito,8.2 based on 403 user ratings,,Jeffrey Schwarz,PT93M,"Phyllis Antonellis,Richard Barrios,Richard Berkowitz",,2011,"Documentary,Biography"
