answer,title,clue
WAR,"New York Times, Monday, May 16, 2016",Card game that can go on and on
ERE,"New York Times, Monday, May 16, 2016","Before, to a bard"
LEI,"New York Times, Monday, May 16, 2016","Gift given while saying ""Aloha!"""
NOURISH,"New York Times, Friday, May 20, 2016",Foster
NICEONE,"New York Times, Friday, May 20, 2016","""Impressive!"""
KNOCKED,"New York Times, Friday, May 20, 2016",Bad-mouthed
GADGET,"New York Times, Friday, May 20, 2016",Many an infomercial offering
MONTHS,"New York Times, Friday, May 20, 2016",Three in a quarter
SPIRE,"New York Times, Friday, May 20, 2016",Burj Khalifa feature
ABLY,TRAPPED MOISTURE,In a masterly manner
MINING,TRAPPED MOISTURE,Taking a dig at?
JEWISHHOLIDAY,TRAPPED MOISTURE,"Passover, e.g."
ALINE,TRAPPED MOISTURE,Garment cut
STETS,TRAPPED MOISTURE,"Leaves alone, in a way"
HOTEL,TRAPPED MOISTURE,"Trump International, e.g."
ATTACKAD,"New York Times, Friday, May 13, 2016",Mud spot?
GETBACKAT,"New York Times, Friday, May 13, 2016",Wreak vengeance on
FIRST,"New York Times, Friday, May 13, 2016","""That's a ___!"""
ICET,"New York Times, Friday, May 13, 2016",Celebrity whose name sounds like a drink
RES,"New York Times, Friday, May 13, 2016","Thing, at bar"
SOUR,"New York Times, Friday, May 13, 2016",Bad way to turn
SNAP,"New York Times, Tuesday, May 24, 2016",Suddenly lose patience
ALPO,"New York Times, Tuesday, May 24, 2016",Competitor of Pedigree
EATIT,"New York Times, Tuesday, May 24, 2016",Totally wipe out
EZRA,"New York Times, Tuesday, May 24, 2016",Poet Pound
CLOT,"New York Times, Tuesday, May 24, 2016",Blood worry
RHINO,"New York Times, Tuesday, May 24, 2016","Safari sighting, for short"
MATTEL,EXHIBIT A,Owner of Fisher-Price
SPARTAN,EXHIBIT A,Lacking creature comforts
KEG,EXHIBIT A,Party purchase
EPITAPH,EXHIBIT A,"It often contains ""lies"""
ALBION,EXHIBIT A,Ireland : Erin :: Britain : ___
CROAT,EXHIBIT A,"Dalmatian, e.g."
ISOLDE,"New York Times, Monday, May 30, 2016","Lover of Tristan, in legend"
KOA,"New York Times, Monday, May 30, 2016",Place with R.V. hookups
AVER,"New York Times, Monday, May 30, 2016",Swear
DOMAIN,"New York Times, Monday, May 30, 2016",GoDaddy purchase
ELL,"New York Times, Monday, May 30, 2016",90 bend
PINACOLADAS,"New York Times, Monday, May 30, 2016",Tropical drinks often served with umbrellas
EDO,"New York Times, Monday, May 30, 2016",___ Period (time in Japanese history)
SATYR,"New York Times, Monday, May 30, 2016",Lustful deity of myth
LIMO,BEST PICTURE ADAPTATIONS,Extended rental?
UNI,BEST PICTURE ADAPTATIONS,"Sea urchin, at a sushi bar"
DUNCESWITHWOLVES,BEST PICTURE ADAPTATIONS,... fools accompanying a pack of wild animals?
SCEPTER,BEST PICTURE ADAPTATIONS,King's handful
HAP,BEST PICTURE ADAPTATIONS,"Chance occurrence, old-style"
RIP,BEST PICTURE ADAPTATIONS,Bad sound in a changing room
ENE,BEST PICTURE ADAPTATIONS,Vegas-to-Denver dir.
SEWER,BEST PICTURE ADAPTATIONS,Part of a city network
EASY,BEST PICTURE ADAPTATIONS,"""Relax"""
UNIVERSALREMOTE,"New York Times, Saturday, May 21, 2016",Handy sofa item
GIVEMEONEREASON,"New York Times, Saturday, May 21, 2016","""Why should I?!"""
STARSTUDDEDCAST,"New York Times, Saturday, May 21, 2016",Film come-on
MTGES,"New York Times, Saturday, May 21, 2016",They may be on the house: Abbr.
IHATE,"New York Times, Saturday, May 21, 2016",Start of a lament
SEVENTHDAY,"New York Times, Saturday, May 21, 2016",Rest period
OMIT,"New York Times, Monday, May 23, 2016",Exclude
LEAH,"New York Times, Monday, May 23, 2016",Jacob's wife
ENMESH,"New York Times, Monday, May 23, 2016",Catch in a net
REPOSTS,"New York Times, Monday, May 23, 2016","Shares on Facebook, maybe"
TIEOFF,RISE AND FALL,Close with a knot
AAARATING,RISE AND FALL,Good thing to get from Moody's
STY,RISE AND FALL,"Disaster area, so to speak"
ONSALE,RISE AND FALL,Marked down
NOMAR,RISE AND FALL,Six-time All-Star Garciaparra
NEO,RISE AND FALL,Prefix for a revived style
TORMENT,"New York Times, Thursday, May 12, 2016",Agony
FINDS,"New York Times, Thursday, May 12, 2016",Antiquers' delights
LOANER,"New York Times, Thursday, May 12, 2016",Rental car alternative
PANE,"New York Times, Thursday, May 12, 2016",Subject of a frame job?
DOREMI,"New York Times, Thursday, May 12, 2016",Cabbage
DRUMSET,"New York Times, Thursday, May 12, 2016",Beat it!
EPA,"New York Times, Thursday, May 12, 2016","Enforcer of the Solid Waste Disposal Act, for short"
ANET,"New York Times, Thursday, May 12, 2016",Working without ___
CESTA,"New York Times, Friday, May 20, 2016",Jai alai basket
TASK,"New York Times, Friday, May 20, 2016",Mission
MERE,"New York Times, Friday, May 20, 2016",Piddling
UAR,"New York Times, Friday, May 20, 2016",Former Mideast org.
BTU,"New York Times, Friday, May 20, 2016","Grill measure, in brief"
WILE,TRAPPED MOISTURE,Magician's skill
TRANSITION,TRAPPED MOISTURE,Go from male to female or vice versa
BOARD,TRAPPED MOISTURE,Cooperative leaders?
SAD,TRAPPED MOISTURE,In a blue state
OBI,TRAPPED MOISTURE,Tokyo wrap
SENSELESS,TRAPPED MOISTURE,Beyond comprehension
IOWA,TRAPPED MOISTURE,"Setting for ""The Music Man"""
CRIMEAN,"New York Times, Friday, May 13, 2016",___ Peninsula (2014 crisis site)
THONGS,"New York Times, Friday, May 13, 2016",Some beachwear
SPRUCE,"New York Times, Friday, May 13, 2016",Neat
TAMIL,"New York Times, Friday, May 13, 2016","Source of the words ""curry"" and ""pariah"""
STINK,"New York Times, Friday, May 13, 2016",Perform poorly
TAPS,"New York Times, Tuesday, May 24, 2016","Bugle tune ... or what one does to 1-, 18-, 35-, 43- and 62-Across"
KUDU,"New York Times, Tuesday, May 24, 2016",African antelope with curvy horns
EGON,"New York Times, Tuesday, May 24, 2016","Dr. ___ Spengler, ""Ghostbusters"" role"
GLOWWORMS,"New York Times, Tuesday, May 24, 2016",Luminescent larvae
SYRIA,"New York Times, Tuesday, May 24, 2016",Origin of much 2015-16 emigration
LILA,EXHIBIT A,"Kedrova of ""Torn Curtain"""
IVOR,EXHIBIT A,___ Novello Award (songwriter's honor)
CECIL,EXHIBIT A,Rhodes of Rhodes scholar fame
SIDLE,EXHIBIT A,"Move through a crowd, maybe"
LEAK,EXHIBIT A,Ceiling stain's cause
URL,EXHIBIT A,Browser bar text
SKA,EXHIBIT A,Jamaican genre
TASK,EXHIBIT A,Undertaking
HEN,"New York Times, Monday, May 30, 2016",Rooster's mate
OPEN,"New York Times, Monday, May 30, 2016",Store sign during business hours
COOKIETIN,BEST PICTURE ADAPTATIONS,Reusable part of a common thank-you gift
GONGWITHTHEWIND,BEST PICTURE ADAPTATIONS,... a reed and percussion duet?
FLAGPOLES,BEST PICTURE ADAPTATIONS,Group standing at the U.N.
OREO,BEST PICTURE ADAPTATIONS,"Treat with a ""Golden"" variety"
EARLS,BEST PICTURE ADAPTATIONS,They rank below marquises
AGER,"New York Times, Saturday, May 21, 2016","The presidency, notably"
PRINCIPLE,"New York Times, Saturday, May 21, 2016",Standard
PETAL,"New York Times, Saturday, May 21, 2016",Potpourri part
IMOFF,"New York Times, Tuesday, May 31, 2016","""Gotta run!"""
ERIK,"New York Times, Monday, May 23, 2016","""The Phantom of the Opera"" lead role"
HOVERBOARD,"New York Times, Monday, May 23, 2016","Futuristic mode of transportation in the ""Back to the Future"" films"
ADO,"New York Times, Monday, May 23, 2016",Big fuss
BET,"New York Times, Monday, May 23, 2016",Wager
OLDS,"New York Times, Monday, May 23, 2016",Early automaker Ransom E. ___
JOE,"New York Times, Monday, May 23, 2016","""Average"" guy"
ALOHAS,"New York Times, Monday, May 23, 2016",Greetings in Honolulu
PIERROT,RISE AND FALL,French mime
VEER,RISE AND FALL,Go off course
ACUTE,"New York Times, Thursday, May 12, 2016",Like two angles in a right triangle
TENTACLE,"New York Times, Thursday, May 12, 2016",Sucker holder
TOENAIL,"New York Times, Thursday, May 12, 2016",Filing target
SEDATE,"New York Times, Thursday, May 12, 2016",Put under
FACADE,"New York Times, Thursday, May 12, 2016",Front
ALIBIS,"New York Times, Thursday, May 12, 2016",They've got you covered
RINSES,"New York Times, Thursday, May 12, 2016",Helps with the dishes
REDRAFTS,TRAPPED MOISTURE,Second and third versions
THOR,TRAPPED MOISTURE,Marvel Comics hero
RUSHHOURS,TRAPPED MOISTURE,Causes of congestion
RUBIN,"New York Times, Friday, May 13, 2016","Apply, as Bengay"
IDLES,"New York Times, Friday, May 13, 2016",Lies around
GEESE,"New York Times, Friday, May 13, 2016",Chuckleheads
CONS,"New York Times, Friday, May 13, 2016",Takes in
ETA,"New York Times, Friday, May 13, 2016",H
AGO,"New York Times, Friday, May 13, 2016",Opposite of hence
DEN,"New York Times, Friday, May 13, 2016",Place of corruption
RIPENS,"New York Times, Tuesday, May 24, 2016","Gets redder, say"
ATH,"New York Times, Tuesday, May 24, 2016",N.C.A.A. part: Abbr.
VIOL,"New York Times, Tuesday, May 24, 2016",Baroque stringed instrument
ENNIS,"New York Times, Tuesday, May 24, 2016","___ Del Mar, ""Brokeback Mountain"" role"
DAEDALUS,"New York Times, Tuesday, May 24, 2016","Icarus' father, in myth"
AHI,"New York Times, Tuesday, May 24, 2016",Hawaiian yellowfin tuna
JONAH,"New York Times, Tuesday, May 24, 2016",Biblical prophet who had a whale of a time?
AVOWS,EXHIBIT A,Affirms
SABERSAWS,EXHIBIT A,Tools used for cutting curves
ATE,EXHIBIT A,Put away
YET,EXHIBIT A,Even so
PARSE,EXHIBIT A,Break down
SALSADANCING,"New York Times, Monday, May 30, 2016",Spicy ballroom activity?
ASL,"New York Times, Monday, May 30, 2016","Communication for the deaf, in brief"
WOO,"New York Times, Monday, May 30, 2016","Try to win, as a lover"
OTT,"New York Times, Monday, May 30, 2016",Baseball Hall-of-Famer Mel
DEADLAST,"New York Times, Monday, May 30, 2016","Finishing eighth out of eight, say"
IAM,BEST PICTURE ADAPTATIONS,"Words before and after ""what"""
ISA,BEST PICTURE ADAPTATIONS,O.T. book before Jeremiah
LAS,BEST PICTURE ADAPTATIONS,Chorus line?
GASMAIN,BEST PICTURE ADAPTATIONS,"Obstacle in road repairs, maybe"
FRENCHCONFECTION,BEST PICTURE ADAPTATIONS,"... an clair or crme brle, with ""The""?"
NEE,BEST PICTURE ADAPTATIONS,Previously
REALER,"New York Times, Saturday, May 21, 2016",Less of a dream
ONNO,"New York Times, Saturday, May 21, 2016","Anne Sexton's palindrome-inspired poem ""Rats Live ___ Evil Star"""
PLOP,"New York Times, Saturday, May 21, 2016",Fall heavily
RATTAIL,"New York Times, Saturday, May 21, 2016",Retro do
INHIS,"New York Times, Saturday, May 21, 2016","""___ Steps"" (best-selling religious novel)"
ATEMPO,"New York Times, Saturday, May 21, 2016",Accelerando or ritardando negator
TERI,"New York Times, Saturday, May 21, 2016",Girl's name that's a homophone of a cloth
ERGS,"New York Times, Saturday, May 21, 2016",Dyne-centimeters
MTIDA,"New York Times, Tuesday, May 31, 2016",Cretan peak: Abbr.
SMU,"New York Times, Tuesday, May 31, 2016","Home of George W. Bush's library, for short"
CRUDE,"New York Times, Tuesday, May 31, 2016",Potty-mouthed
OARED,"New York Times, Tuesday, May 31, 2016",Rowed
TEPID,"New York Times, Monday, May 23, 2016",Lukewarm
HEAVEN,"New York Times, Monday, May 23, 2016",What's beyond the Pearly Gates
EXPECTEDLY,"New York Times, Monday, May 23, 2016",As predicted
FAA,"New York Times, Monday, May 23, 2016",Flight watchdog org.
TRASH,"New York Times, Monday, May 23, 2016",Get rid of
ATM,"New York Times, Monday, May 23, 2016","Cash dispenser, briefly"
SPENT,"New York Times, Monday, May 23, 2016",Exhausted
ENDWITH,RISE AND FALL,Use as a conclusion
AFLAC,RISE AND FALL,Insurance giant
HEARTELLOF,RISE AND FALL,Find out about
ECTO,RISE AND FALL,Prefix with -plasm
TULIP,RISE AND FALL,"Subject of an annual festival in Holland, Mich."
AMIS,RISE AND FALL,French buds
SEACOW,"New York Times, Thursday, May 12, 2016",Underwater behemoth
AMANDA,"New York Times, Thursday, May 12, 2016",Only #1 hit for Boston
SRTAS,"New York Times, Thursday, May 12, 2016",Mex. misses
ALOES,"New York Times, Thursday, May 12, 2016",Bitter ___ (purgative medicine)
CATO,"New York Times, Thursday, May 12, 2016",Foe of Caesar
RST,"New York Times, Thursday, May 12, 2016",Q followers
SAE,"New York Times, Thursday, May 12, 2016",Encl. to an editor
SORE,TRAPPED MOISTURE,Ticked
OLEANNA,TRAPPED MOISTURE,David Mamet play
REOS,TRAPPED MOISTURE,Some vintage autos
OBERON,TRAPPED MOISTURE,Second-largest moon of Uranus
GEHRY,TRAPPED MOISTURE,Designer of Spain's Guggenheim Museum
ESTH,TRAPPED MOISTURE,Tallinn native
YAHOO,TRAPPED MOISTURE,Google rival
AFTER,TRAPPED MOISTURE,Following
ALEXA,"New York Times, Tuesday, May 24, 2016","Vega of ""Spy Kids"""
RESET,"New York Times, Tuesday, May 24, 2016","Put back to 0, say"
LOYAL,"New York Times, Tuesday, May 24, 2016",True-blue
SNOW,"New York Times, Tuesday, May 24, 2016",Forecast eagerly awaited by schoolkids
ASSOC,"New York Times, Tuesday, May 24, 2016",N.C.A.A. part: Abbr.
WIDEN,"New York Times, Tuesday, May 24, 2016",Make broader
DISARM,EXHIBIT A,Take heat from?
NEIGHED,EXHIBIT A,Spoke horsely?
TIARA,EXHIBIT A,Something fit for a queen
TRENDS,EXHIBIT A,Fashion editor's predictions
TESTEE,EXHIBIT A,Experiment subject
OCEANS,EXHIBIT A,Continental divides?
LOYAL,EXHIBIT A,Unswerving
AFORE,EXHIBIT A,Ere
OVERDO,"New York Times, Monday, May 30, 2016",Strain the body too much
DAZE,"New York Times, Monday, May 30, 2016",Stupefy
FOALS,"New York Times, Monday, May 30, 2016",Baby horses
TEAT,"New York Times, Monday, May 30, 2016",Nipple
TINE,BEST PICTURE ADAPTATIONS,Spork part
EVIE,BEST PICTURE ADAPTATIONS,"Daughter in E. M. Forster's ""Howards End"""
MONGOLIA,BEST PICTURE ADAPTATIONS,Neighbor of Irkutsk on a Risk board
HARASS,BEST PICTURE ADAPTATIONS,Badger
ABEAUTIFULMINK,BEST PICTURE ADAPTATIONS,... gorgeous fur?
SNOT,"New York Times, Saturday, May 21, 2016",Impudent twerp
MIA,"New York Times, Saturday, May 21, 2016","One denoted by a cross on the Vietnam Veterans Memorial, for short"
ARENA,"New York Times, Saturday, May 21, 2016","Thunderdome, e.g."
NOD,"New York Times, Saturday, May 21, 2016","Zone, so to speak"
TUSCALOOSA,"New York Times, Saturday, May 21, 2016",Southern home of Stillman College
IMOK,"New York Times, Saturday, May 21, 2016","""Nothing's broken"""
SANS,"New York Times, Saturday, May 21, 2016",Lacking
TAR,"New York Times, Tuesday, May 31, 2016",___ and feather
ARK,"New York Times, Monday, May 23, 2016",Animal house?
CHE,"New York Times, Monday, May 23, 2016",Guerrilla Guevara
POWDERED,"New York Times, Monday, May 23, 2016",Like some doughnuts and wigs
YODELER,"New York Times, Monday, May 23, 2016",One calling from a Swiss mountaintop
WOES,"New York Times, Monday, May 23, 2016",Troubles
FRO,"New York Times, Monday, May 23, 2016","Questlove's hairdo, for short"
TUFFET,"New York Times, Monday, May 23, 2016",Nursery rhyme seat
ONTOUR,"New York Times, Monday, May 23, 2016",Doing concerts here and there
BLEWIT,"New York Times, Wednesday, June 1, 2016",Screwed up big-time
PIANO,RISE AND FALL,Instrument at Rick's Caf
PALM,RISE AND FALL,"With 132-Across, place to get a date"
RANT,RISE AND FALL,"Spew fire and brimstone, say"
TIL,RISE AND FALL,Dusk-___-dawn
OTTER,RISE AND FALL,"Animal sought in 2016's ""Zootopia"""
TREE,RISE AND FALL,See 128-Across
KARSTS,RISE AND FALL,Limestone areas with sinkholes and caverns
TRICIA,RISE AND FALL,One of the Nixons
STLEO,TRAPPED MOISTURE,Fifth-century pontiff
ATALL,TRAPPED MOISTURE,The tiniest bit
BALSA,TRAPPED MOISTURE,Model wood
THEO,TRAPPED MOISTURE,Baseball executive Epstein
HERA,TRAPPED MOISTURE,Olympian deity
RARE,TRAPPED MOISTURE,Tag in some dictionary definitions
NAES,TRAPPED MOISTURE,Dundee disavowals
BARR,"New York Times, Tuesday, May 24, 2016","Roseanne of ""Roseanne"""
ODIE,"New York Times, Tuesday, May 24, 2016",Slobbering cartoon character
OHGEE,"New York Times, Tuesday, May 24, 2016","""Well, I'll be!"""
ASONE,"New York Times, Tuesday, May 24, 2016",In unison
OUSTS,"New York Times, Tuesday, May 24, 2016",Ejects from office
EZIOPINZA,"New York Times, Tuesday, May 24, 2016","""South Pacific"" co-star"
REDD,"New York Times, Tuesday, May 24, 2016",Comic Foxx
MAUNA,EXHIBIT A,Start of several Hawaiian place names
ASWAN,EXHIBIT A,City near Lake Nasser
DELIA,EXHIBIT A,Screenwriter Ephron
SELIG,EXHIBIT A,Baseball commissioner after Giamatti and Vincent
CROC,EXHIBIT A,Shoe with holes
HIVE,EXHIBIT A,"Colonial home, you might say"
ACID,EXHIBIT A,Stomach stuff
NONE,EXHIBIT A,Lowest possible turnout
DCON,EXHIBIT A,Rodent control brand
STYLES,"New York Times, Monday, May 30, 2016",Rococo and Postmodernism
ROADSALT,"New York Times, Monday, May 30, 2016",Application to highways before a winter storm
SUE,"New York Times, Monday, May 30, 2016",Take to court
UMA,"New York Times, Monday, May 30, 2016",Actress Thurman
LEO,"New York Times, Monday, May 30, 2016",Zodiac lion
DOUGLASADAMS,"New York Times, Monday, May 30, 2016","""The Hitchhiker's Guide to the Galaxy"" author"
ANNE,"New York Times, Monday, May 30, 2016","Boleyn, Bront or Bancroft"
TATTER,BEST PICTURE ADAPTATIONS,Shred
CRIT,BEST PICTURE ADAPTATIONS,Lit ___
LINK,BEST PICTURE ADAPTATIONS,Safari sight?
ANI,BEST PICTURE ADAPTATIONS,Singer DiFranco
EERIE,BEST PICTURE ADAPTATIONS,Like a portrait that seems to be watching you
SIEVE,BEST PICTURE ADAPTATIONS,Winnower
GERMSOFENDEARMENT,BEST PICTURE ADAPTATIONS,... cooties from hugs and kisses?
IMDB,"New York Times, Saturday, May 21, 2016",It gets clicks for flicks
MENU,"New York Times, Saturday, May 21, 2016",Ordering aid
FORCEFEED,"New York Times, Saturday, May 21, 2016",Stuff down the throat of
JET,"New York Times, Saturday, May 21, 2016",Exec's perk
DOI,"New York Times, Saturday, May 21, 2016","""Boy, ___!"""
DESERET,"New York Times, Saturday, May 21, 2016","Utah, once"
SLAVER,"New York Times, Saturday, May 21, 2016",Middle Passage transport
ESTREETBAND,"New York Times, Tuesday, May 31, 2016",Bruce Springsteen's group
UGG,"New York Times, Tuesday, May 31, 2016",Sheepskin boot name
TRIO,"New York Times, Tuesday, May 31, 2016","Jazz combo, often"
EDGE,"New York Times, Tuesday, May 31, 2016",Advantage
SKYY,"New York Times, Tuesday, May 31, 2016",Vodka brand
IFORMATION,"New York Times, Tuesday, May 31, 2016",Offensive football lineup
PLEASES,"New York Times, Tuesday, May 31, 2016",Makes happy
AOSCOTT,"New York Times, Tuesday, May 31, 2016",Longtime New York Times film critic
HELLO,"New York Times, Tuesday, May 31, 2016","Adele song with the lyric ""I must have called a thousand times"""
